Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	library
prerank	mTORC1 Signaling	0.3969228612314945	1.1523415364226202	0.12	0.3038917160256945	0.985	50/194	21.36%	MTHFD2L;ME1;TES;ELOVL6;NAMPT;PLOD2;UCHL5;BCAT1;PSMD14;USO1;CXCR4;CYP51A1;HSPD1;GMPS;NFYC;PSMD12;FKBP2;CTSC;SLC7A11;CACYBP;UBE2D3;POLR3G;HSPE1;SERP1;MAP2K3;HSPA4;ACSL3;RDH11;EDEM1;HK2;ELOVL5;DHFR;SLC6A6;DAPP1;NMT1;IFRD1;PGM1;RRM2;NUFIP1;ERO1A;VLDLR;PITPNB;AK4;SEC11A;BTG2;GOT1;ACACA;STC1;GBE1;GLRX	MSigDB_Hallmark_2020
prerank	Proteasomal Protein Catabolic Process (GO:0010498)	0.4102842575247596	1.1910778865941096	0.064	0.3039628532092478	1.0	86/219	31.48%	TBL1XR1;NEDD4L;RHBDD1;PCNP;PMAIP1;MDM2;FBXW7;PSMA6;UBE2W;PSMD14;SOCS6;WWP2;PSME4;PSMD12;FBXL17;AMBRA1;TRIM2;TRIM13;SIRT1;PSMD4;DERL1;USP44;UBE2D3;DDI1;CRBN;KLHDC2;FBXL19;WWP1;RNF139;NHLRC3;TRIM72;KIF14;PLAA;APC2;PPP2R5C;KLHL42;DCAF11;STUB1;CLOCK;MARCHF6;HECTD1;RNF122;UBE3D;PRKN;KAT5;ARRB2;UBXN2A;ATE1;RHOBTB3;SKP2;NFE2L2;PSMA2;UBE2K;CDC34;SPOPL;SEL1L;PSMC1;RNF216;PML;TRIM21;CTNNB1;ENC1;PCBP2;AGAP3;APC;RNF4;CUL3;SPSB4;UCHL1;CUL4A;PSMD6;APPBP2;FBXO9;DTX4;PSMC4;TOPORS;ARMC8;COP1;ERLEC1;MAEA;RNF41;PRPF19;PEX10;RNF185;TRIM9;CUL1	GO_Biological_Process_2023
prerank	Regulation Of Macromolecule Metabolic Process (GO:0060255)	0.41747597819493454	1.1917266731298397	0.097	0.3049290911695821	1.0	62/159	29.61%	FOXP1;CDK6;CGGBP1;PTPRC;TXK;SOX2;RO60;MDM2;PM20D2;GDNF;MTMR2;AFF1;UTY;ZNF407;FUBP1;ATRAID;NPC1;IGF2BP2;ZNF827;ZNF683;ATXN7L3B;APP;HNRNPD;PCBP3;TARDBP;AFF3;TRIML2;TRIM44;KIF16B;NELL1;ZNF462;CRIP1;AFF4;AHR;ST18;ANKRA2;MTMR1;SLC8A1;STX3;NFKBIZ;IHH;NRG1;HNRNPDL;BMI1;TRIM49;TRIM64;HMHB1;TRIM4;ATP1B1;INSM1;PCBP2;CHD7;ALPK2;PROX1;TSKU;HNRNPAB;TRIM49C;NOVA2;HMG20A;HINFP;EDN3;LHX1	GO_Biological_Process_2023
prerank	Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	0.4103080677534198	1.204651078971933	0.016	0.30508942389522137	1.0	123/359	28.35%	TBL1XR1;UBA6;CHMP2B;FBXL4;CHMP4C;NEDD4L;RNF13;FBXO11;MIB1;PCNP;VPS4B;UBE2D1;RNF149;HERC6;MDM2;FBXW7;PSMA6;UBE2W;PSMD14;UBE2D2;RNF7;HACE1;RNF217;WWP2;PSMD12;FBXL17;AMBRA1;TRIM2;TRIM13;SIRT1;PSMD4;ELOC;USP44;HERC5;NTAN1;UBE2D3;RCHY1;NDFIP2;CRBN;KLHDC2;FBXL19;WWP1;HERC4;ANKIB1;RNF19A;FBXL7;NHLRC3;TRIM72;VPS4A;KIF14;PLAA;APC2;PPP2R5C;KLHL42;NEDD8;TRIM32;DCAF11;STUB1;CLOCK;OS9;UBR3;RNF11;MARCHF6;HECTD1;CHMP4A;RNF122;UBE3D;HERC3;RNF14;PRKN;KAT5;ARRB2;UBXN2A;ATE1;RNF144B;RHOBTB3;CCAR1;SKP2;CHMP5;NFE2L2;PSMA2;UBE2K;RNF111;CDC34;SPOPL;TNFAIP3;RNF25;RNF150;TOLLIP;FBXO8;UBE2E1;PSMC1;RNF216;MARVELD3;PML;TRPC4AP;CHMP7;RC3H2;TGFB1I1;CTNNB1;MYLIP;PCBP2;AGAP3;APC;UBE2D4;AMFR;CHMP6;VPS37A;RNF4;CUL3;SPSB4;UCHL1;CUL4A;HERPUD1;NUB1;RNF168;PSMD6;RNF146;OTUD7B;KLHL8;APPBP2;CHMP3;FBXO9	GO_Biological_Process_2023
prerank	Cytosolic Transport (GO:0016482)	0.42468959606852447	1.2023507920899903	0.10510510510510511	0.3063626834725978	1.0	28/122	17.61%	SNX16;EEA1;EVI5;SNX6;RAB5A;PIP4K2A;CLN5;VPS54;RGP1;DCTN1;HOOK1;PIK3C3;VPS13C;VPS26A;STX6;VPS50;HEATR5B;PHETA2;VTI1B;HEATR5A;RAB6A;PIKFYVE;RAB6B;DENND2A;PHETA1;KIF16B;RAB9B;RHOBTB3	GO_Biological_Process_2023
prerank	Inorganic Cation Transmembrane Transport (GO:0098662)	0.41195818242265214	1.1931954637287525	0.034	0.30676276384159423	1.0	97/279	26.79%	SLC12A2;KCNK2;PKD2;SLC4A4;ANO6;TRPC4;DMAC2L;TRPC1;SLC39A8;KCNC2;TRPC6;SCN9A;KCNN2;ITGAV;SLC30A10;SLC4A8;SLC39A10;TRPC3;SLC1A3;TRPV1;COX15;SLC6A15;SLC9C1;SLC6A19;KCNA4;ATP6V1C1;MCOLN3;SLC9A9;MCOLN2;CACNB1;NALCN;KCNH7;ATP2C2;ATP6V1H;P2RX3;KCNF1;SLC40A1;SLC41A2;KCNG3;KCNH8;SLC6A17;KCNB2;SLC9A8;SLC6A6;SCN3B;TRPM3;KCNK18;SLC11A2;TRPA1;SLC9A2;SLC8A3;KCNV1;ATP1A1;SLC9A3;HCN1;TRPM4;SCN4B;SLC6A12;SLC24A2;ATP6V0A1;GAS6;KCNK1;KCNJ2;SLC8A1;ATP6V1E1;SLC6A2;SCN2A;SCN10A;TRPC5;ATP1A3;KCNG2;CLU;HPN;TCIRG1;TRPM6;KCNA5;ATP6V1A;NNT;CACNG1;KCNE2;KCNK10;TRPC4AP;SLC36A2;KCNS3;SLC24A1;LRRC26;CACNA1C;ABCC9;ATP1B1;KCNK5;SLC6A13;TMCO1;SLC9A1;ATP6V0E2;ATP6V0D1;SLC30A8;TPCN2	GO_Biological_Process_2023
prerank	Estrogen Response Early	0.3979685616342443	1.1466480254222382	0.138	0.30686184543058903	0.989	49/195	20.99%	NPY1R;MPPED2;WWC1;PGR;SYBU;NRIP1;ELF1;TPBG;MYBL1;BCL2;PMAIP1;AREG;MREG;TPD52L1;CALCR;NAV2;PRSS23;RETREG1;AFF1;LAD1;TBC1D30;FOXC1;SNX24;MYB;RARA;CD44;SLC7A2;IGFBP4;IGF1R;ELOVL2;ELOVL5;TTC39A;BCL11B;FRK;SLC1A1;NCOR2;TIPARP;RHOBTB3;RBBP8;ELF3;DHRS3;GAB2;ABCA3;RAPGEFL1;SEMA3B;GFRA1;SLC22A5;FCMR;FOS	MSigDB_Hallmark_2020
prerank	Positive Regulation Of Autophagy (GO:0010508)	0.4255158951222273	1.1951601685461961	0.14646464646464646	0.30707963935548965	1.0	43/103	28.20%	EPM2A;TP53INP1;SH3GLB1;LRRK2;TRIM13;PLK2;FOXO3;PRKAA1;SIRT1;TRIM34;TFEB;DCN;WAC;RB1CC1;SH3BP4;KDR;RNF152;SCOC;PRKD1;TRIM32;STING1;PRKN;USP20;MTDH;KAT5;TMEM59;SESN1;IFNG;TSC2;SESN3;CCNY;TRIM38;ATG13;LARP1;FOXO1;TRIM21;PAFAH1B2;TBK1;BAD;ROCK1;TRIM8;DAPK1;IL4	GO_Biological_Process_2023
prerank	Calcium Ion Homeostasis (GO:0055074)	0.42513383200608074	1.1921352115866202	0.1267605633802817	0.3072412425987655	1.0	30/100	25.79%	CAV1;TMTC2;ANK2;SNCA;STIM1;STIM2;PKHD1;GCM2;TPT1;SELENON;TNNI3;ATP2C2;EDNRA;ATP13A5;ATP13A2;ATP13A3;TRPA1;SLC8A3;EDN1;CIB2;RYR2;SLC24A2;SLC8A1;STC1;RMDN3;ATP13A4;SLC24A1;SLC10A7;ATP1B1;CASR	GO_Biological_Process_2023
prerank	Protein Modification By Small Protein Conjugation (GO:0032446)	0.4101355052015696	1.1971076160686553	0.021	0.30733616429736194	1.0	133/354	28.45%	UBA6;ATG10;NEDD4L;PCMTD1;CAND1;TRIM61;DCUN1D1;FBXO11;MIB1;PCNP;RNF183;SH3RF1;LMO7;ASB5;HERC6;MDM2;FBXW7;UBA3;FBXL5;UBE2D2;TRIM60;PDZRN3;RNF7;ZNF451;HACE1;WWP2;FBXL17;RNF44;TRIM13;UBE2N;COPS2;SIRT1;ZMIZ2;UVSSA;ELOC;TRIM62;HERC5;DTX2;UBE2D3;RCHY1;CRBN;WWP1;FBXL3;FBH1;RNF138;HERC4;FBXO32;FBXL7;RNF139;RNF152;TRIM72;UBE2E2;TRIM47;RNF220;UBA5;NEDD8;TRIM32;ATG3;STUB1;OS9;UBR3;FBXO4;COPS7B;CDK5RAP3;MARCHF6;FBXW8;HERC3;RNF14;PRKN;TRIML2;MKRN1;TRIM44;MIB2;ARRB2;TRPM4;RNF181;BARD1;HDAC9;CCAR1;CBLL1;NFE2L2;LOC122319436;SENP1;RNF111;BIRC6;CDC34;HECW2;UBE2V2;TRIM14;RNF103;USP7;RNF25;UCHL3;FBXO24;IFIH1;ANAPC16;COPS6;DCUN1D4;UBE2E1;TRIM54;MARVELD3;PML;MARCHF3;TRIM15;TRIM49;TRPC4AP;TRIM33;TRIM10;UHRF2;GAN;TRIM64;TRIM21;MGRN1;ENC1;MYLIP;TRIM4;RNF157;UBE2D4;CUL9;FBXL2;CUL3;SPSB4;SMC6;CUL4A;NUB1;RNF168;TRIM49C;OTULIN;EIPR1;KLHL8;FBXO9;TRIM24;DTX4	GO_Biological_Process_2023
prerank	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	0.41692722765844215	1.1862035988181494	0.083	0.30791225157996205	1.0	55/160	28.61%	ADGRG6;NPY1R;PTGER3;PTH2R;HTR1F;AKAP12;ADGRB3;ADGRL2;MTNR1A;RIMS2;TSHR;CALCR;ADGRF5;GPR37;ADGRL3;PRKACB;SCTR;PTGFR;ADRA1B;PTGER2;ADGRG1;ADM2;RAMP3;ADGRL4;CNR1;ADCY8;ADCY2;CCR3;ADCY7;ADGRE5;MC5R;CALCRL;OXER1;GPR157;GNAO1;ADCYAP1;IAPP;ADGRG7;ADCY6;GPR37L1;GNAS;ADGRB1;ADRB2;TBXA2R;GNA12;GNA14;LHCGR;GABBR1;GNAQ;MC4R;ADCY9;OPRK1;CALCA;CRHR2;ADCY5	GO_Biological_Process_2023
prerank	Positive Regulation Of Transferase Activity (GO:0051347)	0.4212969258644984	1.193857661769908	0.07622868605817452	0.3079480970108794	1.0	41/137	25.08%	DCUN1D1;HMBOX1;GINS2;FGFR4;NEK7;FBXW7;XRCC5;PRIM2;HNRNPA2B1;UBE2N;ERBB4;MRE11;MUSK;PKIB;MET;IGF2;KDR;PDGFRA;IGF1R;HNRNPD;NTRK1;SERINC5;RAD50;FGFR1;MAP3K4;FLT3;HSP90AB1;MERTK;ARRDC3;NBN;RFC2;DCUN1D4;AGTR1;ROR1;BMI1;EPHA2;NTRK3;GINS4;FGFR2;CTNNB1;ERBB2	GO_Biological_Process_2023
prerank	Regulation Of Protein Ubiquitination (GO:0031396)	0.4247031393713889	1.1959469659359665	0.11345381526104417	0.3079582072606253	1.0	28/106	19.89%	CAV1;BCL10;DCUN1D1;SASH1;UBE2D1;FBXW7;LRRK2;UBE2N;DERL1;SPRY2;RCHY1;NDFIP2;HDAC3;RIPK2;AKT1;BAG2;IVNS1ABP;STUB1;FBXO4;CDK5RAP3;MALT1;PRKN;ARRB2;HSP90AB1;PTTG1IP;HSPBP1;SPOPL;TNFAIP3	GO_Biological_Process_2023
prerank	Potassium Ion Transmembrane Transport (GO:0071805)	0.4229527105424177	1.1973017290400654	0.10932798395185557	0.3105888676385924	1.0	47/136	25.65%	KCNT2;SLC12A2;KCNK2;PKD2;KCNC2;KCNN2;SLC1A3;SLC9C1;KCNA4;SLC9A9;SLC12A8;NALCN;KCNH7;KCNF1;KCNG3;KCNH8;KCNB2;SLC9A8;KCND3;KCNK18;SLC9A2;KCNV1;ATP1A1;SLC9A3;HCN1;SLC24A2;KCNK1;KCNJ2;KCNJ14;KCNJ5;ATP1A3;KCNG2;HPN;KCNA5;KCNE2;KCNJ3;KCNK10;SLC12A9;KCNS3;SLC24A1;LRRC26;ABCC9;ATP1B1;KCNK5;KCNIP2;KCNJ12;SLC9A1	GO_Biological_Process_2023
prerank	Response To Lipid (GO:0033993)	0.4272657585632807	1.200261012537705	0.12588116817724068	0.3106460794790346	1.0	37/108	25.46%	HMGB2;FOXP1;ILDR1;TNFRSF11A;FGFR4;VPS4B;GATA6;SNCA;FOXO3;SPP1;IL12A;CD36;GCH1;PAQR8;TAB2;CPS1;RARA;ALAS1;FBXO3;NOCT;SOCS2;IL1B;LIAS;PALM3;PTPN22;STRN3;OTUD5;PPARG;EHHADH;POLR2D;JAK2;NKX3-1;FOXO1;CTNNB1;F2R;STAT3;TRIB1	GO_Biological_Process_2023
prerank	Inflammatory Response	0.40103631039837206	1.1556899316548794	0.106	0.31066989238341536	0.984	46/197	18.87%	ATP2B1;TACR3;SRI;PDE4B;NFKBIA;DCBLD2;CD55;SLC4A4;CXCL6;CMKLR1;NAMPT;TPBG;SEMA4D;NPFFR2;OSMR;ABCA1;LAMP3;MET;ITGA5;GCH1;F3;RIPK2;EIF2AK2;ITGB8;SLC7A2;RTP4;PTGER2;PIK3R5;IL1B;IL1R1;CD82;IL18R1;SLC1A2;MMP14;MSR1;SGMS2;SLC11A2;EDN1;HRH1;CALCRL;TLR2;RNF144B;KCNMB2;AHR;KCNJ2;BTG2	MSigDB_Hallmark_2020
prerank	Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	0.42635205519685465	1.1991350723974998	0.11746987951807229	0.31119041311689594	1.0	40/108	28.61%	ADGRG6;PTGER3;ADGRB3;ADGRL2;TSHR;CALCR;ADGRF5;ADGRL3;DRD2;GNG2;PTGFR;ADRA1B;PTGER2;ADGRG1;ADM2;RAMP3;ADGRL4;ADCY8;ADCY2;ADCY7;RAPGEF2;ADGRE5;MC5R;CALCRL;GPR157;ADCYAP1;IAPP;ADGRG7;ADCY6;GNAS;ADGRB1;ADRB2;TBXA2R;LHCGR;GNAQ;MC4R;ADCY9;ADRB1;CALCA;ADCY5	GO_Biological_Process_2023
prerank	p53 Pathway	0.4046251149418797	1.1604899727712825	0.09509509509509509	0.3113372820555602	0.98	78/195	31.17%	HSPA4L;ERCC5;LDHB;TM4SF1;RAP2B;MDM2;FBXW7;TPD52L1;SDC1;ZMAT3;PLK2;FOXO3;SLC7A11;PIDD1;KIF13B;RCHY1;HDAC3;CDKN2AIP;PTPN14;WWP1;JUN;SLC35D1;PHLDA3;STOM;SEC61A1;S100A4;CD82;APP;ST14;CDKN2A;TP63;FAM162A;TSC22D1;IRAG2;GADD45A;SESN1;CYFIP2;ANKRA2;BTG2;RHBDF2;STEAP3;ATF3;EPHX1;SERPINB5;SP1;FOS;TPRKB;NOTCH1;HBEGF;EPHA2;TGFA;NOL8;CCND2;F2R;HINT1;RPS12;DDB2;S100A10;NDRG1;SPHK1;CDK5R1;RRAD;CD81;DRAM1;CTSF;CGRRF1;CCNG1;EPS8L2;PLXNB2;PERP;SLC19A2;BTG1;IER5;ABCC5;BMP2;TCHH;TOB1;FAS	MSigDB_Hallmark_2020
prerank	Regulation Of Cell Migration (GO:0030334)	0.41010665387393214	1.1979036500660434	0.011	0.3119830976844748	1.0	169/421	30.47%	TMEFF2;CAV1;CTNNA2;BRMS1L;LAMC2;FGF2;PDCD10;SFRP2;PDGFD;SLIT2;SULF1;IGSF10;CPNE3;TP53INP1;MAGI2;SASH1;RAP2B;SEMA4D;NTNG1;ROBO1;PPP3CA;SEMA3E;RUFY3;SEMA5A;NAV3;AMOTL1;SEMA3D;CITED2;CXCR4;PDGFC;PRKX;HACE1;LIMCH1;MYOC;DOCK10;EPHA4;FOXO3;MCTP1;SYNE2;PTEN;ERBB4;FYN;ARID4B;DRD2;TET1;PLAU;SPRY2;SERPINE2;DNAI3;DACH1;AKT1;HDAC2;EMILIN1;RAP2A;LDB1;TWIST1;KDR;TBCCD1;LDB2;PDGFRA;SMIM22;CLDN4;KIF14;CARMIL1;ARPIN;IGF1R;SDCBP;TRIM32;IL1B;HGF;COL1A1;RELN;NF1;ARSB;EMILIN2;MMP14;RIPOR1;PLXNC1;SAP30;CLIC4;ELP5;NTF3;APLP2;ADARB1;KIF2A;EDN1;TMSB15A;DAG1;SPATA13;ARID2;CAMSAP3;CCAR1;CBLL1;SEMA4F;CCNA2;ACVRL1;FGF5;PRR5L;CNTN1;ITGAX;SMO;CASS4;MACF1;MITF;SOD2;STC1;DLG5;SEMA3B;MAP4K4;FRMD5;NOTCH1;HBEGF;FUZ;TCAF1;SEMA4C;RDX;NTNG2;LRRC15;MEAK7;TJP1;EPHA2;NTRK3;SRGAP1;CAMK2B;ACTG1;NKX2-1;PDGFB;LMNA;TRADD;SGK3;SEMA3C;F2R;PAK1;SEMA5B;PHACTR1;CDH11;STAT3;GNA12;APC;FGF19;RAC1;SPHK1;CIB1;ROCK1;FZD4;SEMA3F;RHOB;LEF1;SINHCAF;FERMT2;LAMB1;ACVR1;SEMA6D;IL4;SST;SEMA4B;BEX4;RBBP7;DPYSL3;ROR2;TIAM1;CSF1R;PLXNB2;THBS1;CSF1;PDGFRB;VCL;RNF41;CTSH	GO_Biological_Process_2023
prerank	Regulation Of Signal Transduction (GO:0009966)	0.40991173536700104	1.1841163825440442	0.0990990990990991	0.3130584874625051	1.0	55/187	22.20%	CD55;KCTD8;MDFIC;SULF1;PHIP;CDK13;ZDHHC17;LRRK2;SEMA5A;GDNF;CD24;FBXL17;SIRT1;FYN;CD36;HHIP;SH3TC2;CDKN2AIP;RORA;ZIC1;NUCKS1;LURAP1L;PLCB1;INTU;KCTD12;YWHAG;PLCE1;IGFBP4;HOMER1;PRKD1;SOCS2;APP;RGS6;RGS7;FOXL1;NCAM1;USP20;SLC8A3;TCF7L1;VEPH1;NELL1;RGS11;ADCYAP1;PLSCR1;PIGBOS1;SIK2;TSC2;GRK1;PTCH1;CLU;IRAK2;RIC8B;FUZ;CDC42SE2;RGS8	GO_Biological_Process_2023
prerank	Heart Development (GO:0007507)	0.41153033821181234	1.1825746174343155	0.08	0.31576837518934603	1.0	58/168	26.93%	SRI;NIPBL;PKD2;PDLIM5;FGF12;TGFBR3;PHIP;MEF2C;MEF2A;FLRT2;CITED2;TGFBR2;BMPR2;ZFPM2;PTEN;ERBB4;FN1;TBXT;CACYBP;BMP7;WT1;UTY;FOXC1;POU4F2;TNNI3;TAB2;POU4F1;NKX2-5;TGFB2;PLCE1;GJA5;PTPN11;NF1;ISL1;BMP4;FOXL1;PCSK5;CRIP1;HDAC9;ACVRL1;SALL1;NKX2-6;TSC2;CASP8;POLR2D;NOTCH1;PDLIM4;APELA;MKKS;NTRK3;PDGFB;CACNA1C;DZIP1;CER1;HAND1;SYNPO2L;CHD7;ALPK2	GO_Biological_Process_2023
prerank	Protein Ubiquitination (GO:0016567)	0.40245071755597794	1.1795506416535135	0.02	0.3206256908281452	1.0	154/423	28.45%	UBA6;PEX2;KBTBD8;NEDD4L;PCMTD1;CAND1;RNF13;TRIM61;FBXO11;SASH1;MIB1;PCNP;MARCHF1;BCL2;RNF183;SH3RF1;UBE2D1;LMO7;ASB5;HERC6;MDM2;FBXW7;UBE2W;FBXL5;UBE2D2;DZIP3;TRIM60;PDZRN3;RNF7;HACE1;RNF217;WWP2;FBXL17;RNF44;AMBRA1;TRIM2;TRIM13;UBE2N;SIRT1;TRIM34;FANCL;UVSSA;ELOC;TRIM62;HERC5;DTX2;UBE2D3;RCHY1;CRBN;WWP1;FBXL3;FBH1;RNF138;HERC4;ANKIB1;RNF19A;FBXO32;FBXL7;RNF139;RNF152;NHLRC3;TRIM72;RAG1;PELI2;TRIM47;RNF220;KLHL42;NEDD8;TRIM32;ATG3;STUB1;OS9;UBR3;FBXO4;RNF11;MARCHF6;UBE2J1;FBXW8;RNF122;UBE3D;HERC3;RNF14;TNKS2;PRKN;TRIML2;MKRN1;TRIM44;MIB2;ARRB2;RNF181;BARD1;RNF144B;TRIM56;FANCC;CCAR1;CBLL1;NFE2L2;LOC122319436;UBE2K;RNF111;BIRC6;CDC34;HECW2;UBE2V2;TRIM14;RNF103;USP7;RNF25;TRIM38;UCHL3;FBXO24;ANAPC16;LNPEP;UBE2E1;TRIM54;MARVELD3;MARCHF3;TRIM15;TRIM49;TRPC4AP;TRIM33;TRIM10;UHRF2;GAN;RC3H2;TRIM64;TRIM21;MGRN1;CTNNB1;ENC1;MYLIP;TRIM4;RNF157;TRAF6;DDB2;UBE2D4;AMFR;CUL9;FBXL2;FAAP20;RNF4;CUL3;SPSB4;CUL4A;NUB1;RNF168;RNF146;TRIM49C;OTULIN;EIPR1;KLHL8;FBXO9;TRIM24;DTX4	GO_Biological_Process_2023
prerank	Apoptotic Process (GO:0006915)	0.4094404880781489	1.1786710325743623	0.075	0.3207395197619956	1.0	79/222	27.34%	PAWR;NFKBIA;PIK3CA;BCL2;PMAIP1;NCKAP1;MAGI3;MDM2;GML;EFNA5;CASP4;CXCR4;HSPD1;TGFBR2;EMP1;GZMB;PIDD1;BRAT1;BCL2L14;TNFRSF21;AHCYL1;RIPK2;AKT1;RTN4;CASP7;ARHGEF6;TNFRSF19;JADE1;RNF152;NDUFS1;DIABLO;HK2;HIP1;IL1B;APP;TP63;IL17A;FAM162A;RIPK1;CSRNP1;STK4;AIFM2;TLR2;SEMA6A;FASTKD2;GADD45A;IAPP;PAX3;PLSCR1;AHR;CYFIP2;IFNG;TSC2;THOC1;CASP2;ERCC3;BCL2L13;PRUNE2;CASP8;SCN2A;RRAGC;TRPC5;GZMA;BNIP2;TNFRSF10A;JAK2;YARS1;FOXO1;GAPDH;TRADD;MYD88;NOTCH2;IFT57;AIFM1;PMP22;BAD;CIB1;RHOB;CFLAR	GO_Biological_Process_2023
prerank	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	0.4093936550593108	1.1802726890068567	0.072	0.3212892937113127	1.0	88/225	29.80%	CAV1;PDE11A;WWC1;CD2AP;EPM2A;BANK1;SLIT2;DUSP16;MAGI2;SLC39A8;BCL2;MDM2;PDE4D;TRIM60;PKHD1;WWC2;CYLD;PTEN;FNIP1;PRKAA1;SIRT1;DRD2;BMP7;PPM1B;PPM1N;PBLD;STAT1;MAP2K3;RORA;TSC1;CCN3;TWIST1;RHOH;SH3BP4;PRDM15;DGKG;IGF1R;PHLDA3;RTKN2;TANK;NF1;DUSP26;RIPK1;USP20;DAG1;TRIM59;VEPH1;TLE1;ARRB2;TNIP3;HYAL2;HDAC9;DUSP4;PPARA;TSC2;CDC34;PPARG;NR1H4;TNFAIP3;CASP8;WTIP;DLG5;PDE10A;ADIPOR1;SORD;EPHA2;TRIM15;INPP5K;LRP1;MGRN1;TNFAIP8L1;LYN;CILP;NUAK2;CIB1;HERPUD1;DUSP6;OTUD7B;DGKD;MAPKBP1;C1QTNF3;VGLL4;GSTP1;HLA-G;NLRP2;NLRC3;THBS1;SPRED1	GO_Biological_Process_2023
prerank	Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	0.4168397932458609	1.1769394348584459	0.14859437751004015	0.3242695894437849	1.0	43/110	29.23%	NIPBL;ERCC5;GINS2;PSMD14;LIG3;GEN1;FANCM;EPC1;UBE2N;INO80;MRE11;REV3L;MCM3;NUCKS1;RECQL;FBH1;RNF138;SPIDR;NPC1;SLX4;MMS22L;NABP1;KAT5;RBBP8;MCM6;RAD21L1;RAD52;WDR48;NBN;ZFYVE26;MCM9;GINS4;RAD51B;XRCC1;SMC6;RNF169;CDC7;RECQL5;HELQ;MCM7;RAD21;AUNIP;RMI1	GO_Biological_Process_2023
prerank	Regulation Of Protein Phosphorylation (GO:0001932)	0.4058285893092833	1.175457064618422	0.068	0.32643867955934586	1.0	85/257	25.63%	EPHA7;FGF2;P2RY1;SLIT2;LEPR;PHIP;SEMA4D;NDUFS4;LRRK2;GRM5;EFNA5;VEGFC;BMPER;LIMCH1;SH3GL2;TNIK;PTEN;FNIP1;ERBB4;SIRT1;FN1;FYN;PGF;BRAT1;BMP7;MUSK;IGF2;PLPP3;HDAC3;AKT1;RAP2A;RB1CC1;SLCO3A1;FBH1;KDR;WWTR1;PLCE1;PELI2;MOB1A;PTPN13;IL1B;HGF;APP;RELN;NTRK1;CDK5RAP3;MT3;BMP4;MOB2;THPO;CSNK1D;TARDBP;RIPK1;PRKN;CRKL;DNAJC10;CCDC88A;IMPACT;STK4;CCDC88C;CCNA2;GAS6;FGF5;PRR5L;CCNY;NRG1;FLOT1;ACVR2A;RALB;SORD;NKX3-1;NTRK3;INPP5K;CCND2;TTN;BST1;DVL3;PAK1;MOB1B;ERBB2;LYN;INSM1;FGF19;RAC1;MOB3B	GO_Biological_Process_2023
prerank	Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	0.4088691182720837	1.1738153112881193	0.122	0.32974342587329175	1.0	60/171	25.39%	FGF2;TLR6;PKD2;ELAVL1;YTHDF1;FGFR4;SSB;SNCA;ZEB2;DDAH1;PTGS2;DYRK2;LPGAT1;PRR16;SIRT1;CD36;IGF2;AKT1;PIWIL2;MLXIPL;ARPP19;SORBS1;METTL14;ELOVL5;IL1B;HGF;HNRNPD;UPF3A;EIF4A3;SAMD4A;IRS1;NMD3;LARP1B;EDN1;KAT5;MFSD2A;NAT10;GUF1;GUCY2C;IFNG;RPS6KB1;HSP90AB1;PLD1;PPARGC1A;NR1H4;ZNF205;LARP1;CLU;CXCL8;AVPR1B;SLC45A3;PDGFB;FOXO1;METTL3;PCIF1;ASIP;CTNNB1;ERBB2;CDH3;DUOXA1	GO_Biological_Process_2023
