cohort	condition_value	condition_label	bin_left_log10	bin_right_log10	count	n_total
dose	4.0	4 µL	2.063838917478469	2.0851185566379584	104	2015
dose	4.0	4 µL	2.0851185566379584	2.106398195797448	93	2015
dose	4.0	4 µL	2.106398195797448	2.1276778349569376	84	2015
dose	4.0	4 µL	2.1276778349569376	2.1489574741164277	77	2015
dose	4.0	4 µL	2.1489574741164277	2.1702371132759173	74	2015
dose	4.0	4 µL	2.1702371132759173	2.191516752435407	81	2015
dose	4.0	4 µL	2.191516752435407	2.2127963915948965	60	2015
dose	4.0	4 µL	2.2127963915948965	2.234076030754386	63	2015
dose	4.0	4 µL	2.234076030754386	2.2553556699138757	68	2015
dose	4.0	4 µL	2.2553556699138757	2.2766353090733653	47	2015
dose	4.0	4 µL	2.2766353090733653	2.297914948232855	44	2015
dose	4.0	4 µL	2.297914948232855	2.3191945873923445	49	2015
dose	4.0	4 µL	2.3191945873923445	2.340474226551834	53	2015
dose	4.0	4 µL	2.340474226551834	2.3617538657113237	33	2015
dose	4.0	4 µL	2.3617538657113237	2.3830335048708133	32	2015
dose	4.0	4 µL	2.3830335048708133	2.4043131440303034	41	2015
dose	4.0	4 µL	2.4043131440303034	2.425592783189793	32	2015
dose	4.0	4 µL	2.425592783189793	2.4468724223492826	34	2015
dose	4.0	4 µL	2.4468724223492826	2.468152061508772	43	2015
dose	4.0	4 µL	2.468152061508772	2.489431700668262	29	2015
dose	4.0	4 µL	2.489431700668262	2.5107113398277514	28	2015
dose	4.0	4 µL	2.5107113398277514	2.531990978987241	23	2015
dose	4.0	4 µL	2.531990978987241	2.5532706181467306	34	2015
dose	4.0	4 µL	2.5532706181467306	2.5745502573062202	22	2015
dose	4.0	4 µL	2.5745502573062202	2.59582989646571	20	2015
dose	4.0	4 µL	2.59582989646571	2.6171095356251994	18	2015
dose	4.0	4 µL	2.6171095356251994	2.638389174784689	21	2015
dose	4.0	4 µL	2.638389174784689	2.6596688139441786	24	2015
dose	4.0	4 µL	2.6596688139441786	2.6809484531036682	13	2015
dose	4.0	4 µL	2.6809484531036682	2.702228092263158	18	2015
dose	4.0	4 µL	2.702228092263158	2.723507731422648	24	2015
dose	4.0	4 µL	2.723507731422648	2.7447873705821375	19	2015
dose	4.0	4 µL	2.7447873705821375	2.766067009741627	12	2015
dose	4.0	4 µL	2.766067009741627	2.7873466489011167	7	2015
dose	4.0	4 µL	2.7873466489011167	2.8086262880606063	15	2015
dose	4.0	4 µL	2.8086262880606063	2.829905927220096	12	2015
dose	4.0	4 µL	2.829905927220096	2.8511855663795855	20	2015
dose	4.0	4 µL	2.8511855663795855	2.872465205539075	21	2015
dose	4.0	4 µL	2.872465205539075	2.8937448446985647	11	2015
dose	4.0	4 µL	2.8937448446985647	2.9150244838580543	12	2015
dose	4.0	4 µL	2.9150244838580543	2.9363041230175444	4	2015
dose	4.0	4 µL	2.9363041230175444	2.957583762177034	11	2015
dose	4.0	4 µL	2.957583762177034	2.9788634013365236	3	2015
dose	4.0	4 µL	2.9788634013365236	3.000143040496013	7	2015
dose	4.0	4 µL	3.000143040496013	3.021422679655503	8	2015
dose	4.0	4 µL	3.021422679655503	3.0427023188149924	1	2015
dose	4.0	4 µL	3.0427023188149924	3.063981957974482	4	2015
dose	4.0	4 µL	3.063981957974482	3.0852615971339716	1	2015
dose	4.0	4 µL	3.0852615971339716	3.1065412362934612	5	2015
dose	4.0	4 µL	3.1065412362934612	3.127820875452951	5	2015
dose	4.0	4 µL	3.127820875452951	3.1491005146124404	4	2015
dose	4.0	4 µL	3.1491005146124404	3.17038015377193	7	2015
dose	4.0	4 µL	3.17038015377193	3.1916597929314197	7	2015
dose	4.0	4 µL	3.1916597929314197	3.2129394320909093	5	2015
dose	4.0	4 µL	3.2129394320909093	3.234219071250399	5	2015
dose	4.0	4 µL	3.234219071250399	3.2554987104098885	7	2015
dose	4.0	4 µL	3.2554987104098885	3.276778349569378	3	2015
dose	4.0	4 µL	3.276778349569378	3.298057988728868	3	2015
dose	4.0	4 µL	3.298057988728868	3.3193376278883577	2	2015
dose	4.0	4 µL	3.3193376278883577	3.3406172670478473	5	2015
dose	4.0	4 µL	3.3406172670478473	3.361896906207337	3	2015
dose	4.0	4 µL	3.361896906207337	3.3831765453668265	4	2015
dose	4.0	4 µL	3.3831765453668265	3.404456184526316	2	2015
dose	4.0	4 µL	3.404456184526316	3.4257358236858058	3	2015
dose	4.0	4 µL	3.4257358236858058	3.447015462845296	2	2015
dose	4.0	4 µL	3.447015462845296	3.4682951020047854	4	2015
dose	4.0	4 µL	3.4682951020047854	3.489574741164275	4	2015
dose	4.0	4 µL	3.489574741164275	3.5108543803237646	2	2015
dose	4.0	4 µL	3.5108543803237646	3.5321340194832542	1	2015
dose	4.0	4 µL	3.5321340194832542	3.553413658642744	3	2015
dose	4.0	4 µL	3.553413658642744	3.5746932978022334	1	2015
dose	4.0	4 µL	3.5746932978022334	3.595972936961723	1	2015
dose	4.0	4 µL	3.595972936961723	3.6172525761212126	0	2015
dose	4.0	4 µL	3.6172525761212126	3.6385322152807023	0	2015
dose	4.0	4 µL	3.6385322152807023	3.659811854440192	2	2015
dose	4.0	4 µL	3.659811854440192	3.6810914935996815	1	2015
dose	4.0	4 µL	3.6810914935996815	3.702371132759171	2	2015
dose	4.0	4 µL	3.702371132759171	3.7236507719186607	1	2015
dose	4.0	4 µL	3.7236507719186607	3.7449304110781503	0	2015
dose	4.0	4 µL	3.7449304110781503	3.76621005023764	2	2015
dose	4.0	4 µL	3.76621005023764	3.7874896893971295	0	2015
dose	4.0	4 µL	3.7874896893971295	3.808769328556619	2	2015
dose	4.0	4 µL	3.808769328556619	3.8300489677161087	1	2015
dose	4.0	4 µL	3.8300489677161087	3.8513286068755987	1	2015
dose	4.0	4 µL	3.8513286068755987	3.8726082460350884	0	2015
dose	4.0	4 µL	3.8726082460350884	3.893887885194578	1	2015
dose	4.0	4 µL	3.893887885194578	3.9151675243540676	0	2015
dose	4.0	4 µL	3.9151675243540676	3.936447163513557	1	2015
dose	4.0	4 µL	3.936447163513557	3.9577268026730468	0	2015
dose	4.0	4 µL	3.9577268026730468	3.979006441832537	1	2015
dose	4.0	4 µL	3.979006441832537	4.000286080992026	0	2015
dose	4.0	4 µL	4.000286080992026	4.021565720151516	1	2015
dose	4.0	4 µL	4.021565720151516	4.042845359311006	0	2015
dose	4.0	4 µL	4.042845359311006	4.064124998470495	0	2015
dose	4.0	4 µL	4.064124998470495	4.085404637629985	0	2015
dose	4.0	4 µL	4.085404637629985	4.1066842767894745	0	2015
dose	4.0	4 µL	4.1066842767894745	4.127963915948964	0	2015
time	5.0	5 min	2.0	2.019989404196889	317	6386
time	5.0	5 min	2.019989404196889	2.0399788083937778	246	6386
time	5.0	5 min	2.0399788083937778	2.059968212590667	199	6386
time	5.0	5 min	2.059968212590667	2.0799576167875555	216	6386
time	5.0	5 min	2.0799576167875555	2.0999470209844446	162	6386
time	5.0	5 min	2.0999470209844446	2.1199364251813337	170	6386
time	5.0	5 min	2.1199364251813337	2.1399258293782224	204	6386
time	5.0	5 min	2.1399258293782224	2.1599152335751115	143	6386
time	5.0	5 min	2.1599152335751115	2.179904637772	157	6386
time	5.0	5 min	2.179904637772	2.1998940419688893	141	6386
time	5.0	5 min	2.1998940419688893	2.2198834461657784	142	6386
time	5.0	5 min	2.2198834461657784	2.239872850362667	153	6386
time	5.0	5 min	2.239872850362667	2.259862254559556	115	6386
time	5.0	5 min	2.259862254559556	2.279851658756445	147	6386
time	5.0	5 min	2.279851658756445	2.299841062953334	101	6386
time	5.0	5 min	2.299841062953334	2.319830467150223	99	6386
time	5.0	5 min	2.319830467150223	2.3398198713471117	117	6386
time	5.0	5 min	2.3398198713471117	2.3598092755440008	90	6386
time	5.0	5 min	2.3598092755440008	2.3797986797408894	112	6386
time	5.0	5 min	2.3797986797408894	2.3997880839377785	95	6386
time	5.0	5 min	2.3997880839377785	2.4197774881346676	74	6386
time	5.0	5 min	2.4197774881346676	2.4397668923315563	79	6386
time	5.0	5 min	2.4397668923315563	2.4597562965284454	74	6386
time	5.0	5 min	2.4597562965284454	2.479745700725334	76	6386
time	5.0	5 min	2.479745700725334	2.499735104922223	78	6386
time	5.0	5 min	2.499735104922223	2.5197245091191123	75	6386
time	5.0	5 min	2.5197245091191123	2.539713913316001	72	6386
time	5.0	5 min	2.539713913316001	2.5597033175128896	85	6386
time	5.0	5 min	2.5597033175128896	2.5796927217097787	89	6386
time	5.0	5 min	2.5796927217097787	2.599682125906668	51	6386
time	5.0	5 min	2.599682125906668	2.619671530103557	84	6386
time	5.0	5 min	2.619671530103557	2.6396609343004456	72	6386
time	5.0	5 min	2.6396609343004456	2.6596503384973342	54	6386
time	5.0	5 min	2.6596503384973342	2.6796397426942233	77	6386
time	5.0	5 min	2.6796397426942233	2.6996291468911124	68	6386
time	5.0	5 min	2.6996291468911124	2.7196185510880015	73	6386
time	5.0	5 min	2.7196185510880015	2.73960795528489	65	6386
time	5.0	5 min	2.73960795528489	2.759597359481779	47	6386
time	5.0	5 min	2.759597359481779	2.779586763678668	57	6386
time	5.0	5 min	2.779586763678668	2.799576167875557	61	6386
time	5.0	5 min	2.799576167875557	2.8195655720724457	51	6386
time	5.0	5 min	2.8195655720724457	2.839554976269335	61	6386
time	5.0	5 min	2.839554976269335	2.8595443804662235	61	6386
time	5.0	5 min	2.8595443804662235	2.8795337846631126	48	6386
time	5.0	5 min	2.8795337846631126	2.8995231888600017	68	6386
time	5.0	5 min	2.8995231888600017	2.9195125930568904	59	6386
time	5.0	5 min	2.9195125930568904	2.9395019972537795	40	6386
time	5.0	5 min	2.9395019972537795	2.959491401450668	45	6386
time	5.0	5 min	2.959491401450668	2.9794808056475572	49	6386
time	5.0	5 min	2.9794808056475572	2.9994702098444463	45	6386
time	5.0	5 min	2.9994702098444463	3.0194596140413354	53	6386
time	5.0	5 min	3.0194596140413354	3.039449018238224	36	6386
time	5.0	5 min	3.039449018238224	3.0594384224351128	48	6386
time	5.0	5 min	3.0594384224351128	3.079427826632002	46	6386
time	5.0	5 min	3.079427826632002	3.099417230828891	32	6386
time	5.0	5 min	3.099417230828891	3.1194066350257796	38	6386
time	5.0	5 min	3.1194066350257796	3.1393960392226687	39	6386
time	5.0	5 min	3.1393960392226687	3.1593854434195574	51	6386
time	5.0	5 min	3.1593854434195574	3.1793748476164465	24	6386
time	5.0	5 min	3.1793748476164465	3.1993642518133356	35	6386
time	5.0	5 min	3.1993642518133356	3.2193536560102243	33	6386
time	5.0	5 min	3.2193536560102243	3.2393430602071134	31	6386
time	5.0	5 min	3.2393430602071134	3.259332464404002	36	6386
time	5.0	5 min	3.259332464404002	3.279321868600891	36	6386
time	5.0	5 min	3.279321868600891	3.2993112727977802	35	6386
time	5.0	5 min	3.2993112727977802	3.319300676994669	33	6386
time	5.0	5 min	3.319300676994669	3.339290081191558	23	6386
time	5.0	5 min	3.339290081191558	3.3592794853884467	34	6386
time	5.0	5 min	3.3592794853884467	3.3792688895853358	28	6386
time	5.0	5 min	3.3792688895853358	3.399258293782225	32	6386
time	5.0	5 min	3.399258293782225	3.4192476979791135	22	6386
time	5.0	5 min	3.4192476979791135	3.4392371021760026	29	6386
time	5.0	5 min	3.4392371021760026	3.4592265063728913	22	6386
time	5.0	5 min	3.4592265063728913	3.4792159105697804	25	6386
time	5.0	5 min	3.4792159105697804	3.4992053147666695	17	6386
time	5.0	5 min	3.4992053147666695	3.519194718963558	21	6386
time	5.0	5 min	3.519194718963558	3.539184123160447	20	6386
time	5.0	5 min	3.539184123160447	3.559173527357336	22	6386
time	5.0	5 min	3.559173527357336	3.579162931554225	19	6386
time	5.0	5 min	3.579162931554225	3.599152335751114	20	6386
time	5.0	5 min	3.599152335751114	3.619141739948003	17	6386
time	5.0	5 min	3.619141739948003	3.6391311441448915	20	6386
time	5.0	5 min	3.6391311441448915	3.6591205483417806	17	6386
time	5.0	5 min	3.6591205483417806	3.6791099525386697	12	6386
time	5.0	5 min	3.6791099525386697	3.699099356735559	11	6386
time	5.0	5 min	3.699099356735559	3.7190887609324474	32	6386
time	5.0	5 min	3.7190887609324474	3.739078165129336	28	6386
time	5.0	5 min	3.739078165129336	3.759067569326225	29	6386
time	5.0	5 min	3.759067569326225	3.7790569735231143	24	6386
time	5.0	5 min	3.7790569735231143	3.7990463777200034	28	6386
time	5.0	5 min	3.7990463777200034	3.819035781916892	21	6386
time	5.0	5 min	3.819035781916892	3.8390251861137807	27	6386
time	5.0	5 min	3.8390251861137807	3.85901459031067	16	6386
time	5.0	5 min	3.85901459031067	3.879003994507559	25	6386
time	5.0	5 min	3.879003994507559	3.898993398704448	14	6386
time	5.0	5 min	3.898993398704448	3.9189828029013367	16	6386
time	5.0	5 min	3.9189828029013367	3.9389722070982254	12	6386
time	5.0	5 min	3.9389722070982254	3.9589616112951145	10	6386
time	5.0	5 min	3.9589616112951145	3.9789510154920036	6	6386
time	5.0	5 min	3.9789510154920036	3.9989404196888922	7	6386
time	10.0	10 min	2.0	2.019989404196889	218	2968
time	10.0	10 min	2.019989404196889	2.0399788083937778	154	2968
time	10.0	10 min	2.0399788083937778	2.059968212590667	157	2968
time	10.0	10 min	2.059968212590667	2.0799576167875555	151	2968
time	10.0	10 min	2.0799576167875555	2.0999470209844446	143	2968
time	10.0	10 min	2.0999470209844446	2.1199364251813337	119	2968
time	10.0	10 min	2.1199364251813337	2.1399258293782224	115	2968
time	10.0	10 min	2.1399258293782224	2.1599152335751115	72	2968
time	10.0	10 min	2.1599152335751115	2.179904637772	83	2968
time	10.0	10 min	2.179904637772	2.1998940419688893	85	2968
time	10.0	10 min	2.1998940419688893	2.2198834461657784	74	2968
time	10.0	10 min	2.2198834461657784	2.239872850362667	71	2968
time	10.0	10 min	2.239872850362667	2.259862254559556	77	2968
time	10.0	10 min	2.259862254559556	2.279851658756445	72	2968
time	10.0	10 min	2.279851658756445	2.299841062953334	48	2968
time	10.0	10 min	2.299841062953334	2.319830467150223	44	2968
time	10.0	10 min	2.319830467150223	2.3398198713471117	45	2968
time	10.0	10 min	2.3398198713471117	2.3598092755440008	39	2968
time	10.0	10 min	2.3598092755440008	2.3797986797408894	47	2968
time	10.0	10 min	2.3797986797408894	2.3997880839377785	42	2968
time	10.0	10 min	2.3997880839377785	2.4197774881346676	29	2968
time	10.0	10 min	2.4197774881346676	2.4397668923315563	41	2968
time	10.0	10 min	2.4397668923315563	2.4597562965284454	34	2968
time	10.0	10 min	2.4597562965284454	2.479745700725334	27	2968
time	10.0	10 min	2.479745700725334	2.499735104922223	30	2968
time	10.0	10 min	2.499735104922223	2.5197245091191123	37	2968
time	10.0	10 min	2.5197245091191123	2.539713913316001	29	2968
time	10.0	10 min	2.539713913316001	2.5597033175128896	35	2968
time	10.0	10 min	2.5597033175128896	2.5796927217097787	27	2968
time	10.0	10 min	2.5796927217097787	2.599682125906668	24	2968
time	10.0	10 min	2.599682125906668	2.619671530103557	26	2968
time	10.0	10 min	2.619671530103557	2.6396609343004456	16	2968
time	10.0	10 min	2.6396609343004456	2.6596503384973342	15	2968
time	10.0	10 min	2.6596503384973342	2.6796397426942233	17	2968
time	10.0	10 min	2.6796397426942233	2.6996291468911124	11	2968
time	10.0	10 min	2.6996291468911124	2.7196185510880015	26	2968
time	10.0	10 min	2.7196185510880015	2.73960795528489	18	2968
time	10.0	10 min	2.73960795528489	2.759597359481779	20	2968
time	10.0	10 min	2.759597359481779	2.779586763678668	11	2968
time	10.0	10 min	2.779586763678668	2.799576167875557	19	2968
time	10.0	10 min	2.799576167875557	2.8195655720724457	16	2968
time	10.0	10 min	2.8195655720724457	2.839554976269335	12	2968
time	10.0	10 min	2.839554976269335	2.8595443804662235	16	2968
time	10.0	10 min	2.8595443804662235	2.8795337846631126	14	2968
time	10.0	10 min	2.8795337846631126	2.8995231888600017	10	2968
time	10.0	10 min	2.8995231888600017	2.9195125930568904	12	2968
time	10.0	10 min	2.9195125930568904	2.9395019972537795	15	2968
time	10.0	10 min	2.9395019972537795	2.959491401450668	13	2968
time	10.0	10 min	2.959491401450668	2.9794808056475572	10	2968
time	10.0	10 min	2.9794808056475572	2.9994702098444463	9	2968
time	10.0	10 min	2.9994702098444463	3.0194596140413354	12	2968
time	10.0	10 min	3.0194596140413354	3.039449018238224	14	2968
time	10.0	10 min	3.039449018238224	3.0594384224351128	11	2968
time	10.0	10 min	3.0594384224351128	3.079427826632002	6	2968
time	10.0	10 min	3.079427826632002	3.099417230828891	8	2968
time	10.0	10 min	3.099417230828891	3.1194066350257796	10	2968
time	10.0	10 min	3.1194066350257796	3.1393960392226687	19	2968
time	10.0	10 min	3.1393960392226687	3.1593854434195574	12	2968
time	10.0	10 min	3.1593854434195574	3.1793748476164465	7	2968
time	10.0	10 min	3.1793748476164465	3.1993642518133356	10	2968
time	10.0	10 min	3.1993642518133356	3.2193536560102243	7	2968
time	10.0	10 min	3.2193536560102243	3.2393430602071134	13	2968
time	10.0	10 min	3.2393430602071134	3.259332464404002	9	2968
time	10.0	10 min	3.259332464404002	3.279321868600891	6	2968
time	10.0	10 min	3.279321868600891	3.2993112727977802	10	2968
time	10.0	10 min	3.2993112727977802	3.319300676994669	10	2968
time	10.0	10 min	3.319300676994669	3.339290081191558	6	2968
time	10.0	10 min	3.339290081191558	3.3592794853884467	7	2968
time	10.0	10 min	3.3592794853884467	3.3792688895853358	6	2968
time	10.0	10 min	3.3792688895853358	3.399258293782225	9	2968
time	10.0	10 min	3.399258293782225	3.4192476979791135	7	2968
time	10.0	10 min	3.4192476979791135	3.4392371021760026	10	2968
time	10.0	10 min	3.4392371021760026	3.4592265063728913	9	2968
time	10.0	10 min	3.4592265063728913	3.4792159105697804	12	2968
time	10.0	10 min	3.4792159105697804	3.4992053147666695	5	2968
time	10.0	10 min	3.4992053147666695	3.519194718963558	8	2968
time	10.0	10 min	3.519194718963558	3.539184123160447	7	2968
time	10.0	10 min	3.539184123160447	3.559173527357336	10	2968
time	10.0	10 min	3.559173527357336	3.579162931554225	6	2968
time	10.0	10 min	3.579162931554225	3.599152335751114	9	2968
time	10.0	10 min	3.599152335751114	3.619141739948003	5	2968
time	10.0	10 min	3.619141739948003	3.6391311441448915	5	2968
time	10.0	10 min	3.6391311441448915	3.6591205483417806	6	2968
time	10.0	10 min	3.6591205483417806	3.6791099525386697	4	2968
time	10.0	10 min	3.6791099525386697	3.699099356735559	5	2968
time	10.0	10 min	3.699099356735559	3.7190887609324474	23	2968
time	10.0	10 min	3.7190887609324474	3.739078165129336	30	2968
time	10.0	10 min	3.739078165129336	3.759067569326225	29	2968
time	10.0	10 min	3.759067569326225	3.7790569735231143	16	2968
time	10.0	10 min	3.7790569735231143	3.7990463777200034	16	2968
time	10.0	10 min	3.7990463777200034	3.819035781916892	16	2968
time	10.0	10 min	3.819035781916892	3.8390251861137807	14	2968
time	10.0	10 min	3.8390251861137807	3.85901459031067	11	2968
time	10.0	10 min	3.85901459031067	3.879003994507559	5	2968
time	10.0	10 min	3.879003994507559	3.898993398704448	9	2968
time	10.0	10 min	3.898993398704448	3.9189828029013367	5	2968
time	10.0	10 min	3.9189828029013367	3.9389722070982254	8	2968
time	10.0	10 min	3.9389722070982254	3.9589616112951145	3	2968
time	10.0	10 min	3.9589616112951145	3.9789510154920036	1	2968
time	10.0	10 min	3.9789510154920036	3.9989404196888922	3	2968
time	15.0	15 min	2.0	2.019989404196889	214	2718
time	15.0	15 min	2.019989404196889	2.0399788083937778	158	2718
time	15.0	15 min	2.0399788083937778	2.059968212590667	138	2718
time	15.0	15 min	2.059968212590667	2.0799576167875555	137	2718
time	15.0	15 min	2.0799576167875555	2.0999470209844446	106	2718
time	15.0	15 min	2.0999470209844446	2.1199364251813337	118	2718
time	15.0	15 min	2.1199364251813337	2.1399258293782224	128	2718
time	15.0	15 min	2.1399258293782224	2.1599152335751115	98	2718
time	15.0	15 min	2.1599152335751115	2.179904637772	91	2718
time	15.0	15 min	2.179904637772	2.1998940419688893	77	2718
time	15.0	15 min	2.1998940419688893	2.2198834461657784	77	2718
time	15.0	15 min	2.2198834461657784	2.239872850362667	91	2718
time	15.0	15 min	2.239872850362667	2.259862254559556	74	2718
time	15.0	15 min	2.259862254559556	2.279851658756445	53	2718
time	15.0	15 min	2.279851658756445	2.299841062953334	49	2718
time	15.0	15 min	2.299841062953334	2.319830467150223	47	2718
time	15.0	15 min	2.319830467150223	2.3398198713471117	51	2718
time	15.0	15 min	2.3398198713471117	2.3598092755440008	50	2718
time	15.0	15 min	2.3598092755440008	2.3797986797408894	61	2718
time	15.0	15 min	2.3797986797408894	2.3997880839377785	37	2718
time	15.0	15 min	2.3997880839377785	2.4197774881346676	26	2718
time	15.0	15 min	2.4197774881346676	2.4397668923315563	32	2718
time	15.0	15 min	2.4397668923315563	2.4597562965284454	38	2718
time	15.0	15 min	2.4597562965284454	2.479745700725334	29	2718
time	15.0	15 min	2.479745700725334	2.499735104922223	23	2718
time	15.0	15 min	2.499735104922223	2.5197245091191123	32	2718
time	15.0	15 min	2.5197245091191123	2.539713913316001	25	2718
time	15.0	15 min	2.539713913316001	2.5597033175128896	30	2718
time	15.0	15 min	2.5597033175128896	2.5796927217097787	22	2718
time	15.0	15 min	2.5796927217097787	2.599682125906668	21	2718
time	15.0	15 min	2.599682125906668	2.619671530103557	22	2718
time	15.0	15 min	2.619671530103557	2.6396609343004456	18	2718
time	15.0	15 min	2.6396609343004456	2.6596503384973342	24	2718
time	15.0	15 min	2.6596503384973342	2.6796397426942233	20	2718
time	15.0	15 min	2.6796397426942233	2.6996291468911124	18	2718
time	15.0	15 min	2.6996291468911124	2.7196185510880015	15	2718
time	15.0	15 min	2.7196185510880015	2.73960795528489	22	2718
time	15.0	15 min	2.73960795528489	2.759597359481779	20	2718
time	15.0	15 min	2.759597359481779	2.779586763678668	14	2718
time	15.0	15 min	2.779586763678668	2.799576167875557	23	2718
time	15.0	15 min	2.799576167875557	2.8195655720724457	15	2718
time	15.0	15 min	2.8195655720724457	2.839554976269335	25	2718
time	15.0	15 min	2.839554976269335	2.8595443804662235	16	2718
time	15.0	15 min	2.8595443804662235	2.8795337846631126	6	2718
time	15.0	15 min	2.8795337846631126	2.8995231888600017	15	2718
time	15.0	15 min	2.8995231888600017	2.9195125930568904	14	2718
time	15.0	15 min	2.9195125930568904	2.9395019972537795	14	2718
time	15.0	15 min	2.9395019972537795	2.959491401450668	16	2718
time	15.0	15 min	2.959491401450668	2.9794808056475572	14	2718
time	15.0	15 min	2.9794808056475572	2.9994702098444463	5	2718
time	15.0	15 min	2.9994702098444463	3.0194596140413354	11	2718
time	15.0	15 min	3.0194596140413354	3.039449018238224	8	2718
time	15.0	15 min	3.039449018238224	3.0594384224351128	10	2718
time	15.0	15 min	3.0594384224351128	3.079427826632002	9	2718
time	15.0	15 min	3.079427826632002	3.099417230828891	9	2718
time	15.0	15 min	3.099417230828891	3.1194066350257796	9	2718
time	15.0	15 min	3.1194066350257796	3.1393960392226687	15	2718
time	15.0	15 min	3.1393960392226687	3.1593854434195574	5	2718
time	15.0	15 min	3.1593854434195574	3.1793748476164465	8	2718
time	15.0	15 min	3.1793748476164465	3.1993642518133356	7	2718
time	15.0	15 min	3.1993642518133356	3.2193536560102243	7	2718
time	15.0	15 min	3.2193536560102243	3.2393430602071134	6	2718
time	15.0	15 min	3.2393430602071134	3.259332464404002	2	2718
time	15.0	15 min	3.259332464404002	3.279321868600891	7	2718
time	15.0	15 min	3.279321868600891	3.2993112727977802	8	2718
time	15.0	15 min	3.2993112727977802	3.319300676994669	6	2718
time	15.0	15 min	3.319300676994669	3.339290081191558	4	2718
time	15.0	15 min	3.339290081191558	3.3592794853884467	5	2718
time	15.0	15 min	3.3592794853884467	3.3792688895853358	7	2718
time	15.0	15 min	3.3792688895853358	3.399258293782225	2	2718
time	15.0	15 min	3.399258293782225	3.4192476979791135	2	2718
time	15.0	15 min	3.4192476979791135	3.4392371021760026	5	2718
time	15.0	15 min	3.4392371021760026	3.4592265063728913	6	2718
time	15.0	15 min	3.4592265063728913	3.4792159105697804	2	2718
time	15.0	15 min	3.4792159105697804	3.4992053147666695	2	2718
time	15.0	15 min	3.4992053147666695	3.519194718963558	2	2718
time	15.0	15 min	3.519194718963558	3.539184123160447	3	2718
time	15.0	15 min	3.539184123160447	3.559173527357336	3	2718
time	15.0	15 min	3.559173527357336	3.579162931554225	7	2718
time	15.0	15 min	3.579162931554225	3.599152335751114	6	2718
time	15.0	15 min	3.599152335751114	3.619141739948003	2	2718
time	15.0	15 min	3.619141739948003	3.6391311441448915	3	2718
time	15.0	15 min	3.6391311441448915	3.6591205483417806	2	2718
time	15.0	15 min	3.6591205483417806	3.6791099525386697	3	2718
time	15.0	15 min	3.6791099525386697	3.699099356735559	0	2718
time	15.0	15 min	3.699099356735559	3.7190887609324474	4	2718
time	15.0	15 min	3.7190887609324474	3.739078165129336	8	2718
time	15.0	15 min	3.739078165129336	3.759067569326225	3	2718
time	15.0	15 min	3.759067569326225	3.7790569735231143	7	2718
time	15.0	15 min	3.7790569735231143	3.7990463777200034	5	2718
time	15.0	15 min	3.7990463777200034	3.819035781916892	3	2718
time	15.0	15 min	3.819035781916892	3.8390251861137807	1	2718
time	15.0	15 min	3.8390251861137807	3.85901459031067	3	2718
time	15.0	15 min	3.85901459031067	3.879003994507559	2	2718
time	15.0	15 min	3.879003994507559	3.898993398704448	0	2718
time	15.0	15 min	3.898993398704448	3.9189828029013367	3	2718
time	15.0	15 min	3.9189828029013367	3.9389722070982254	5	2718
time	15.0	15 min	3.9389722070982254	3.9589616112951145	6	2718
time	15.0	15 min	3.9589616112951145	3.9789510154920036	0	2718
time	15.0	15 min	3.9789510154920036	3.9989404196888922	3	2718
time	20.0	20 min	2.0	2.019989404196889	127	1505
time	20.0	20 min	2.019989404196889	2.0399788083937778	108	1505
time	20.0	20 min	2.0399788083937778	2.059968212590667	89	1505
time	20.0	20 min	2.059968212590667	2.0799576167875555	100	1505
time	20.0	20 min	2.0799576167875555	2.0999470209844446	72	1505
time	20.0	20 min	2.0999470209844446	2.1199364251813337	68	1505
time	20.0	20 min	2.1199364251813337	2.1399258293782224	58	1505
time	20.0	20 min	2.1399258293782224	2.1599152335751115	71	1505
time	20.0	20 min	2.1599152335751115	2.179904637772	50	1505
time	20.0	20 min	2.179904637772	2.1998940419688893	50	1505
time	20.0	20 min	2.1998940419688893	2.2198834461657784	43	1505
time	20.0	20 min	2.2198834461657784	2.239872850362667	41	1505
time	20.0	20 min	2.239872850362667	2.259862254559556	33	1505
time	20.0	20 min	2.259862254559556	2.279851658756445	27	1505
time	20.0	20 min	2.279851658756445	2.299841062953334	32	1505
time	20.0	20 min	2.299841062953334	2.319830467150223	25	1505
time	20.0	20 min	2.319830467150223	2.3398198713471117	32	1505
time	20.0	20 min	2.3398198713471117	2.3598092755440008	20	1505
time	20.0	20 min	2.3598092755440008	2.3797986797408894	20	1505
time	20.0	20 min	2.3797986797408894	2.3997880839377785	23	1505
time	20.0	20 min	2.3997880839377785	2.4197774881346676	15	1505
time	20.0	20 min	2.4197774881346676	2.4397668923315563	14	1505
time	20.0	20 min	2.4397668923315563	2.4597562965284454	23	1505
time	20.0	20 min	2.4597562965284454	2.479745700725334	15	1505
time	20.0	20 min	2.479745700725334	2.499735104922223	10	1505
time	20.0	20 min	2.499735104922223	2.5197245091191123	8	1505
time	20.0	20 min	2.5197245091191123	2.539713913316001	13	1505
time	20.0	20 min	2.539713913316001	2.5597033175128896	12	1505
time	20.0	20 min	2.5597033175128896	2.5796927217097787	10	1505
time	20.0	20 min	2.5796927217097787	2.599682125906668	6	1505
time	20.0	20 min	2.599682125906668	2.619671530103557	8	1505
