cohort	condition_value	condition_label	metric	bin_left_log10	bin_right_log10	count	n_total
technical_replicate	1.0	replicate 1	accessible_patch_size	3.242017313471287	3.260017564391161	9	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.260017564391161	3.2780178153110344	6	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.2780178153110344	3.296018066230908	8	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.296018066230908	3.314018317150782	5	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.314018317150782	3.3320185680706556	6	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.3320185680706556	3.350018818990529	10	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.350018818990529	3.368019069910403	6	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.368019069910403	3.386019320830277	4	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.386019320830277	3.4040195717501502	6	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.4040195717501502	3.4220198226700242	4	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.4220198226700242	3.4400200735898983	3	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.4400200735898983	3.4580203245097714	4	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.4580203245097714	3.4760205754296454	3	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.4760205754296454	3.4940208263495194	3	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.4940208263495194	3.512021077269393	6	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.512021077269393	3.5300213281892665	2	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.5300213281892665	3.5480215791091405	1	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.5480215791091405	3.566021830029014	2	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.566021830029014	3.5840220809488876	4	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.5840220809488876	3.6020223318687616	3	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.6020223318687616	3.620022582788635	4	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.620022582788635	3.6380228337085088	0	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.6380228337085088	3.6560230846283828	0	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.6560230846283828	3.6740233355482563	1	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.6740233355482563	3.69202358646813	0	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.69202358646813	3.710023837388004	1	1877
