cohort	condition_value	condition_label	metric	bin_left_log10	bin_right_log10	count	n_total
technical_replicate	1.0	replicate 1	accessible_patch_size	3.710023837388004	3.7280240883078775	0	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.7280240883078775	3.746024339227751	0	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.746024339227751	3.764024590147625	0	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.764024590147625	3.782024841067499	0	1877
technical_replicate	1.0	replicate 1	accessible_patch_size	3.782024841067499	3.8000250919873726	0	1877
technical_replicate	2.0	replicate 2	accessible_patch_size	2.0	2.0180002509198736	55	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.0180002509198736	2.0360005018397476	37	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.0360005018397476	2.054000752759621	39	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.054000752759621	2.0720010036794947	45	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.0720010036794947	2.0900012545993687	45	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.0900012545993687	2.1080015055192423	42	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.1080015055192423	2.1260017564391163	29	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.1260017564391163	2.14400200735899	43	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.14400200735899	2.1620022582788634	45	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.1620022582788634	2.1800025091987374	47	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.1800025091987374	2.198002760118611	40	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.198002760118611	2.2160030110384845	44	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.2160030110384845	2.2340032619583585	44	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.2340032619583585	2.252003512878232	49	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.252003512878232	2.2700037637981056	38	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.2700037637981056	2.2880040147179797	39	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.2880040147179797	2.306004265637853	39	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.306004265637853	2.324004516557727	24	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.324004516557727	2.342004767477601	32	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.342004767477601	2.3600050183974743	44	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.3600050183974743	2.3780052693173483	34	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.3780052693173483	2.396005520237222	35	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.396005520237222	2.414005771157096	32	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.414005771157096	2.4320060220769695	20	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.4320060220769695	2.450006272996843	28	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.450006272996843	2.468006523916717	32	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.468006523916717	2.4860067748365906	28	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.4860067748365906	2.504007025756464	37	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.504007025756464	2.522007276676338	22	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.522007276676338	2.5400075275962117	26	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.5400075275962117	2.5580077785160853	31	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.5580077785160853	2.5760080294359593	35	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.5760080294359593	2.594008280355833	20	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.594008280355833	2.6120085312757064	20	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.6120085312757064	2.6300087821955804	19	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.6300087821955804	2.648009033115454	25	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.648009033115454	2.6660092840353276	16	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.6660092840353276	2.6840095349552016	24	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.6840095349552016	2.702009785875075	17	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.702009785875075	2.720010036794949	21	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.720010036794949	2.7380102877148227	19	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.7380102877148227	2.7560105386346967	14	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.7560105386346967	2.7740107895545703	14	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.7740107895545703	2.792011040474444	16	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.792011040474444	2.810011291394318	20	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.810011291394318	2.8280115423141914	25	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.8280115423141914	2.846011793234065	19	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.846011793234065	2.864012044153939	15	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.864012044153939	2.8820122950738125	26	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.8820122950738125	2.900012545993686	13	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.900012545993686	2.91801279691356	15	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.91801279691356	2.9360130478334336	14	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.9360130478334336	2.954013298753307	13	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.954013298753307	2.972013549673181	14	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.972013549673181	2.9900138005930548	11	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	2.9900138005930548	3.0080140515129283	8	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.0080140515129283	3.0260143024328023	14	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.0260143024328023	3.0440145533526763	18	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.0440145533526763	3.0620148042725495	15	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.0620148042725495	3.0800150551924235	13	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.0800150551924235	3.0980153061122975	12	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.0980153061122975	3.116015557032171	14	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.116015557032171	3.1340158079520446	9	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.1340158079520446	3.1520160588719186	8	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.1520160588719186	3.170016309791792	13	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.170016309791792	3.1880165607116657	3	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.1880165607116657	3.2060168116315397	7	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.2060168116315397	3.2240170625514133	10	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.2240170625514133	3.242017313471287	12	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.242017313471287	3.260017564391161	10	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.260017564391161	3.2780178153110344	6	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.2780178153110344	3.296018066230908	6	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.296018066230908	3.314018317150782	5	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.314018317150782	3.3320185680706556	5	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.3320185680706556	3.350018818990529	6	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.350018818990529	3.368019069910403	5	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.368019069910403	3.386019320830277	7	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.386019320830277	3.4040195717501502	2	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.4040195717501502	3.4220198226700242	5	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.4220198226700242	3.4400200735898983	2	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.4400200735898983	3.4580203245097714	8	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.4580203245097714	3.4760205754296454	2	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.4760205754296454	3.4940208263495194	5	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.4940208263495194	3.512021077269393	4	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.512021077269393	3.5300213281892665	2	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.5300213281892665	3.5480215791091405	1	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.5480215791091405	3.566021830029014	5	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.566021830029014	3.5840220809488876	1	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.5840220809488876	3.6020223318687616	1	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.6020223318687616	3.620022582788635	3	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.620022582788635	3.6380228337085088	2	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.6380228337085088	3.6560230846283828	0	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.6560230846283828	3.6740233355482563	1	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.6740233355482563	3.69202358646813	0	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.69202358646813	3.710023837388004	1	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.710023837388004	3.7280240883078775	1	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.7280240883078775	3.746024339227751	1	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.746024339227751	3.764024590147625	0	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.764024590147625	3.782024841067499	3	1851
technical_replicate	2.0	replicate 2	accessible_patch_size	3.782024841067499	3.8000250919873726	1	1851
