dataset	offset_bp	p_in_nuc	denom
m6a_200 sperm	1335	0.08163940087181706	169154
m6a_200 sperm	1336	0.081605377703349	169141
m6a_200 sperm	1337	0.08157598586228622	169126
m6a_200 sperm	1338	0.08154846879365985	169116
m6a_200 sperm	1339	0.08150911666225075	169104
m6a_200 sperm	1340	0.08149530186348898	169096
m6a_200 sperm	1341	0.08146393539477738	169083
m6a_200 sperm	1342	0.08142566188505346	169073
m6a_200 sperm	1343	0.08142444483902116	169061
m6a_200 sperm	1344	0.0814781325740978	169047
m6a_200 sperm	1345	0.08152412718871185	169035
m6a_200 sperm	1346	0.08156400881548119	169017
m6a_200 sperm	1347	0.08162481026997553	169001
m6a_200 sperm	1348	0.08170120560860557	168991
m6a_200 sperm	1349	0.0817442813128628	168981
m6a_200 sperm	1350	0.08177700115772216	168967
m6a_200 sperm	1351	0.08182844398750985	168951
m6a_200 sperm	1352	0.08185935923635856	168932
m6a_200 sperm	1353	0.08186463000516012	168912
m6a_200 sperm	1354	0.08187296778101963	168894
m6a_200 sperm	1355	0.08186305462515235	168876
m6a_200 sperm	1356	0.0818775317493017	168865
m6a_200 sperm	1357	0.08190484660926016	168851
m6a_200 sperm	1358	0.08192012684397612	168836
m6a_200 sperm	1359	0.08194123527402723	168820
m6a_200 sperm	1360	0.08200598745431496	168804
m6a_200 sperm	1361	0.08205109587542211	168794
m6a_200 sperm	1362	0.08207833736591517	168782
m6a_200 sperm	1363	0.08211170241256477	168762
m6a_200 sperm	1364	0.0821151452125404	168747
m6a_200 sperm	1365	0.08207256042657615	168729
m6a_200 sperm	1366	0.08204964168226173	168722
m6a_200 sperm	1367	0.08205488201521838	168708
m6a_200 sperm	1368	0.08204877123058912	168693
m6a_200 sperm	1369	0.08205410224052385	168681
m6a_200 sperm	1370	0.08209708396197068	168670
m6a_200 sperm	1371	0.08211369361392808	168655
m6a_200 sperm	1372	0.08212230148370753	168644
m6a_200 sperm	1373	0.0821279336428064	168632
m6a_200 sperm	1374	0.0821552240545286	168617
m6a_200 sperm	1375	0.08215760909779855	168600
m6a_200 sperm	1376	0.08214229413744198	168594
m6a_200 sperm	1377	0.08213291505986907	168583
m6a_200 sperm	1378	0.08214084424857859	168570
m6a_200 sperm	1379	0.08218060812686392	168555
m6a_200 sperm	1380	0.08221572210758471	168543
m6a_200 sperm	1381	0.08225657008036566	168527
m6a_200 sperm	1382	0.08224846854408557	168515
m6a_200 sperm	1383	0.0822330520952257	168504
m6a_200 sperm	1384	0.08220824912054606	168492
m6a_200 sperm	1385	0.08220965780192872	168482
m6a_200 sperm	1386	0.08221312772842737	168465
m6a_200 sperm	1387	0.0822582452226473	168452
m6a_200 sperm	1388	0.08233374111711068	168432
m6a_200 sperm	1389	0.08236244772767316	168419
m6a_200 sperm	1390	0.08240056740169807	168402
m6a_200 sperm	1391	0.08243414304285832	168390
m6a_200 sperm	1392	0.08244040215510692	168378
m6a_200 sperm	1393	0.08241806189641254	168368
m6a_200 sperm	1394	0.08241334095175874	168355
m6a_200 sperm	1395	0.08236425749615915	168339
m6a_200 sperm	1396	0.08230248264624986	168329
m6a_200 sperm	1397	0.08226099765922563	168309
m6a_200 sperm	1398	0.08223347993132954	168295
m6a_200 sperm	1399	0.0821915023292337	168281
m6a_200 sperm	1400	0.08217131654591936	168268
m6a_200 sperm	1401	0.08217559528896538	168260
m6a_200 sperm	1402	0.08218700893787785	168248
m6a_200 sperm	1403	0.08220823453582975	168239
m6a_200 sperm	1404	0.08221715930699507	168225
m6a_200 sperm	1405	0.08221676706476509	168209
m6a_200 sperm	1406	0.08221467799054105	168193
m6a_200 sperm	1407	0.08219674050187108	168179
m6a_200 sperm	1408	0.08215125868392524	168163
m6a_200 sperm	1409	0.0821340197202687	168153
m6a_200 sperm	1410	0.08211508025017107	168139
m6a_200 sperm	1411	0.08212875091821176	168126
m6a_200 sperm	1412	0.0821331936677224	168105
m6a_200 sperm	1413	0.08209965149448994	168084
m6a_200 sperm	1414	0.08207443972964532	168071
m6a_200 sperm	1415	0.08205628348324648	168056
m6a_200 sperm	1416	0.0820120642597233	168043
m6a_200 sperm	1417	0.0819895565966484	168035
m6a_200 sperm	1418	0.08202089909719446	168025
m6a_200 sperm	1419	0.08203208740430025	168009
m6a_200 sperm	1420	0.082053894216831	167991
m6a_200 sperm	1421	0.08205842552806114	167965
m6a_200 sperm	1422	0.08208549214647329	167958
m6a_200 sperm	1423	0.0820973947101641	167942
m6a_200 sperm	1424	0.08208548979366034	167927
m6a_200 sperm	1425	0.08205640248359918	167918
m6a_200 sperm	1426	0.08204626958775571	167904
m6a_200 sperm	1427	0.08203524979001674	167890
m6a_200 sperm	1428	0.08202680807408165	167875
m6a_200 sperm	1429	0.08202282552860367	167857
m6a_200 sperm	1430	0.08199899067360433	167846
m6a_200 sperm	1431	0.08196304133349276	167835
m6a_200 sperm	1432	0.08191697758876078	167829
m6a_200 sperm	1433	0.08187696890513886	167816
m6a_200 sperm	1434	0.0818560003536729	167804
m6a_200 sperm	1435	0.08185129785753346	167792
m6a_200 sperm	1436	0.08185642136900122	167769
m6a_200 sperm	1437	0.0818400905418789	167755
m6a_200 sperm	1438	0.08179643231176648	167739
m6a_200 sperm	1439	0.08175317768741241	167727
m6a_200 sperm	1440	0.08172958205938664	167714
m6a_200 sperm	1441	0.08171701215282229	167699
m6a_200 sperm	1442	0.08170891952683006	167679
m6a_200 sperm	1443	0.08174018820583238	167660
m6a_200 sperm	1444	0.081781901364007	167651
m6a_200 sperm	1445	0.08181587667707149	167638
m6a_200 sperm	1446	0.08182202212980472	167626
m6a_200 sperm	1447	0.08181742806512893	167612
m6a_200 sperm	1448	0.08181293896390646	167597
m6a_200 sperm	1449	0.08180246074831488	167588
m6a_200 sperm	1450	0.08178581707865251	167574
m6a_200 sperm	1451	0.08179730691454642	167550
m6a_200 sperm	1452	0.08183286836790578	167538
m6a_200 sperm	1453	0.08185530789936654	167516
m6a_200 sperm	1454	0.08187119070740126	167505
m6a_200 sperm	1455	0.08187790772184458	167491
m6a_200 sperm	1456	0.08186234859093713	167473
m6a_200 sperm	1457	0.0818200044251551	167457
m6a_200 sperm	1458	0.08176790773818035	167443
m6a_200 sperm	1459	0.08172416415710432	167425
m6a_200 sperm	1460	0.08164307527484146	167413
m6a_200 sperm	1461	0.08157611940835949	167395
m6a_200 sperm	1462	0.08150369062306145	167382
m6a_200 sperm	1463	0.08142867110093295	167370
m6a_200 sperm	1464	0.08134818188695207	167359
m6a_200 sperm	1465	0.08131935650376472	167349
m6a_200 sperm	1466	0.08125176062533761	167338
m6a_200 sperm	1467	0.08116631756071772	167322
m6a_200 sperm	1468	0.08109679725209572	167303
m6a_200 sperm	1469	0.08099876560739452	167291
m6a_200 sperm	1470	0.08089894838133621	167277
m6a_200 sperm	1471	0.08085295712810521	167264
m6a_200 sperm	1472	0.08083096601934989	167254
m6a_200 sperm	1473	0.08076462727608126	167247
m6a_200 sperm	1474	0.08074061781573913	167234
m6a_200 sperm	1475	0.08072914700415396	167221
m6a_200 sperm	1476	0.08069414243888498	167203
m6a_200 sperm	1477	0.08066003764935174	167187
m6a_200 sperm	1478	0.0806502324425177	167176
m6a_200 sperm	1479	0.08065579252937238	167166
m6a_200 sperm	1480	0.08063713205114796	167149
m6a_200 sperm	1481	0.08062277284516885	167133
m6a_200 sperm	1482	0.08061435395832214	167120
m6a_200 sperm	1483	0.08059807322615972	167114
m6a_200 sperm	1484	0.08057471337885996	167092
m6a_200 sperm	1485	0.08057108005901875	167082
m6a_200 sperm	1486	0.0805880900410022	167065
m6a_200 sperm	1487	0.080601353383261	167046
m6a_200 sperm	1488	0.08061169390691852	167037
m6a_200 sperm	1489	0.0805809366525005	167029
m6a_200 sperm	1490	0.08056229217605824	167012
m6a_200 sperm	1491	0.08055371772877655	166999
m6a_200 sperm	1492	0.08057048791840456	166991
m6a_200 sperm	1493	0.08061111494907297	166977
m6a_200 sperm	1494	0.08069246922220086	166967
m6a_200 sperm	1495	0.0807500648139484	166951
m6a_200 sperm	1496	0.08078682211368317	166938
m6a_200 sperm	1497	0.0808105038263245	166928
m6a_200 sperm	1498	0.08085206787697986	166919
m6a_200 sperm	1499	0.08085917540083325	166908
m6a_200 sperm	1500	0.08086417410232659	166893
m6a_200 sperm	1501	0.08086736030503258	166877
m6a_200 sperm	1502	0.08085376592575151	166864
m6a_200 sperm	1503	0.08084137835778689	166849
m6a_200 sperm	1504	0.0808383792543221	166838
m6a_200 sperm	1505	0.08086755675626588	166823
m6a_200 sperm	1506	0.08090234654732599	166809
m6a_200 sperm	1507	0.08095320981714577	166798
m6a_200 sperm	1508	0.08097381153268046	166787
m6a_200 sperm	1509	0.08097742480466176	166771
m6a_200 sperm	1510	0.0809403605923628	166759
m6a_200 sperm	1511	0.08090560060944835	166747
m6a_200 sperm	1512	0.08085952042995416	166735
m6a_200 sperm	1513	0.08080143562051696	166725
m6a_200 sperm	1514	0.0807693081911962	166702
m6a_200 sperm	1515	0.08073438309298278	166690
m6a_200 sperm	1516	0.08065414771623797	166670
m6a_200 sperm	1517	0.08058743207329479	166662
m6a_200 sperm	1518	0.08054500005914948	166649
m6a_200 sperm	1519	0.08051677458555617	166635
m6a_200 sperm	1520	0.08048359883567505	166620
m6a_200 sperm	1521	0.08049194690111929	166602
m6a_200 sperm	1522	0.0804843021622142	166583
m6a_200 sperm	1523	0.08046575473502425	166575
m6a_200 sperm	1524	0.08042592549736967	166565
m6a_200 sperm	1525	0.08041163653582588	166551
m6a_200 sperm	1526	0.08038932899884485	166542
m6a_200 sperm	1527	0.08039012818430061	166532
m6a_200 sperm	1528	0.08041605493814384	166520
m6a_200 sperm	1529	0.08042766100060829	166507
m6a_200 sperm	1530	0.08042965656763797	166494
m6a_200 sperm	1531	0.08044597413922619	166484
m6a_200 sperm	1532	0.08041865533200558	166474
m6a_200 sperm	1533	0.08037172852062938	166463
m6a_200 sperm	1534	0.08034180840776245	166454
m6a_200 sperm	1535	0.08031688338542455	166445
m6a_200 sperm	1536	0.08026340673334467	166433
m6a_200 sperm	1537	0.08024775559272147	166421
m6a_200 sperm	1538	0.08024292189428966	166407
m6a_200 sperm	1539	0.08025871503206733	166392
m6a_200 sperm	1540	0.08030384479513861	166383
m6a_200 sperm	1541	0.08039596287518717	166369
m6a_200 sperm	1542	0.08050752647225487	166352
m6a_200 sperm	1543	0.08060125635931262	166337
m6a_200 sperm	1544	0.08065892016348794	166320
m6a_200 sperm	1545	0.08071640647970732	166309
m6a_200 sperm	1546	0.08070957771057037	166295
m6a_200 sperm	1547	0.08068904086850807	166280
m6a_200 sperm	1548	0.08066527889627281	166271
m6a_200 sperm	1549	0.08069093293807023	166259
m6a_200 sperm	1550	0.08069224202929592	166244
m6a_200 sperm	1551	0.08072397474217288	166229
m6a_200 sperm	1552	0.0807508046987055	166217
m6a_200 sperm	1553	0.08081354573670263	166192
m6a_200 sperm	1554	0.08085724082318152	166181
m6a_200 sperm	1555	0.08089260981165408	166168
m6a_200 sperm	1556	0.08095912556513318	166151
m6a_200 sperm	1557	0.08104100730144762	166138
m6a_200 sperm	1558	0.08111708048385861	166127
m6a_200 sperm	1559	0.08117331069368372	166119
m6a_200 sperm	1560	0.08122111271185878	166104
m6a_200 sperm	1561	0.08122065877981208	166093
m6a_200 sperm	1562	0.0812204085924066	166080
m6a_200 sperm	1563	0.08120229361645412	166070
m6a_200 sperm	1564	0.08120865688292457	166060
m6a_200 sperm	1565	0.08122654184173846	166043
m6a_200 sperm	1566	0.08125686092661204	166028
m6a_200 sperm	1567	0.08127009822191451	166008
m6a_200 sperm	1568	0.08129750513142603	165994
m6a_200 sperm	1569	0.08131286909154106	165974
m6a_200 sperm	1570	0.08134191152357569	165960
m6a_200 sperm	1571	0.08137075860655822	165945
m6a_200 sperm	1572	0.08140332695882194	165933
m6a_200 sperm	1573	0.08141801679551268	165921
m6a_200 sperm	1574	0.08143231580486786	165900
m6a_200 sperm	1575	0.08145124623331418	165884
m6a_200 sperm	1576	0.08148324470490156	165873
m6a_200 sperm	1577	0.08151850052888691	165863
m6a_200 sperm	1578	0.08152872712973111	165853
m6a_200 sperm	1579	0.08149974046909826	165848
m6a_200 sperm	1580	0.08145246690549471	165829
m6a_200 sperm	1581	0.08138498040859264	165812
m6a_200 sperm	1582	0.08129656581474076	165804
m6a_200 sperm	1583	0.08122655363964398	165791
m6a_200 sperm	1584	0.08118590312272868	165778
m6a_200 sperm	1585	0.08113376921172097	165768
m6a_200 sperm	1586	0.08111401429893908	165759
m6a_200 sperm	1587	0.08111235808475245	165745
m6a_200 sperm	1588	0.08111953913936015	165734
m6a_200 sperm	1589	0.08113816849721611	165721
m6a_200 sperm	1590	0.08117972872035381	165707
m6a_200 sperm	1591	0.08116544075563112	165692
m6a_200 sperm	1592	0.08116313269573999	165678
m6a_200 sperm	1593	0.08116957117647809	165658
m6a_200 sperm	1594	0.08120460150935654	165646
m6a_200 sperm	1595	0.08120562576574616	165629
m6a_200 sperm	1596	0.08123856002558108	165618
m6a_200 sperm	1597	0.08126847137906494	165606
m6a_200 sperm	1598	0.08127465179326207	165593
m6a_200 sperm	1599	0.08124590896603227	165575
m6a_200 sperm	1600	0.08124996974905113	165566
m6a_200 sperm	1601	0.08124305746602792	165554
m6a_200 sperm	1602	0.08124725323006096	165540
m6a_200 sperm	1603	0.08127420682749306	165528
m6a_200 sperm	1604	0.08130155449231777	165520
m6a_200 sperm	1605	0.081330929863168	165513
m6a_200 sperm	1606	0.08134972002443822	165497
m6a_200 sperm	1607	0.08137002561736911	165487
m6a_200 sperm	1608	0.08140614782442197	165472
m6a_200 sperm	1609	0.08144501175653679	165461
m6a_200 sperm	1610	0.08144297347474797	165453
m6a_200 sperm	1611	0.08147357172440717	165446
m6a_200 sperm	1612	0.08151022808192986	165434
m6a_200 sperm	1613	0.08155101572178643	165419
m6a_200 sperm	1614	0.08159743324571012	165408
m6a_200 sperm	1615	0.08167227349365773	165395
m6a_200 sperm	1616	0.0817076304128208	165380
m6a_200 sperm	1617	0.0817095304262439	165374
m6a_200 sperm	1618	0.08167776764705467	165367
m6a_200 sperm	1619	0.08164185581923103	165352
m6a_200 sperm	1620	0.08160038460160851	165337
m6a_200 sperm	1621	0.08154254973322472	165315
m6a_200 sperm	1622	0.08147967477288748	165304
m6a_200 sperm	1623	0.08142879499400577	165291
m6a_200 sperm	1624	0.08138700050965714	165278
m6a_200 sperm	1625	0.08132874520782149	165264
m6a_200 sperm	1626	0.08131162228349857	165248
m6a_200 sperm	1627	0.08127653535799023	165232
m6a_200 sperm	1628	0.08124445947946161	165219
m6a_200 sperm	1629	0.08122148191176892	165204
m6a_200 sperm	1630	0.08122545606814871	165184
m6a_200 sperm	1631	0.08122347158601859	165174
m6a_200 sperm	1632	0.08122917107856412	165167
m6a_200 sperm	1633	0.08122168135522152	165153
m6a_200 sperm	1634	0.08116885835968277	165146
m6a_200 sperm	1635	0.0810987458564063	165137
m6a_200 sperm	1636	0.08103032422215102	165120
m6a_200 sperm	1637	0.08094391789056943	165104
m6a_200 sperm	1638	0.08086850769942934	165085
m6a_200 sperm	1639	0.08084803507658206	165076
m6a_200 sperm	1640	0.08084369952041667	165066
m6a_200 sperm	1641	0.08088249960514161	165057
m6a_200 sperm	1642	0.08096541566925496	165037
m6a_200 sperm	1643	0.08100257313074177	165023
m6a_200 sperm	1644	0.08097588904218815	165009
m6a_200 sperm	1645	0.08093609851196315	164996
m6a_200 sperm	1646	0.08087613514795716	164983
m6a_200 sperm	1647	0.0807921185401826	164973
m6a_200 sperm	1648	0.08074019582107221	164967
m6a_200 sperm	1649	0.08072444114217578	164951
m6a_200 sperm	1650	0.08073585077171835	164932
m6a_200 sperm	1651	0.08071903821496058	164921
m6a_200 sperm	1652	0.08074720086776954	164906
m6a_200 sperm	1653	0.08081257927539263	164891
m6a_200 sperm	1654	0.08083375898746811	164874
m6a_200 sperm	1655	0.0808498968324304	164859
m6a_200 sperm	1656	0.0808815099344096	164841
m6a_200 sperm	1657	0.08090435300587741	164828
m6a_200 sperm	1658	0.08090900620159504	164816
m6a_200 sperm	1659	0.08095543617730358	164802
m6a_200 sperm	1660	0.08099196507433137	164787
m6a_200 sperm	1661	0.0810310228762721	164776
m6a_200 sperm	1662	0.08103377177440951	164765
m6a_200 sperm	1663	0.08104351541397331	164752
m6a_200 sperm	1664	0.08103543923339492	164737
m6a_200 sperm	1665	0.08102673722447477	164725
m6a_200 sperm	1666	0.08100316705455379	164710
m6a_200 sperm	1667	0.08097371486720482	164693
m6a_200 sperm	1668	0.0808849460851376	164683
m6a_200 sperm	1669	0.08082613838264537	164666
m6a_200 sperm	1670	0.08078242996444351	164652
m6a_200 sperm	1671	0.08073546162133403	164641
m6a_200 sperm	1672	0.08069061898594657	164631
m6a_200 sperm	1673	0.08069061972395196	164617
m6a_200 sperm	1674	0.08065679406414585	164603
m6a_200 sperm	1675	0.08057421747987109	164590
m6a_200 sperm	1676	0.0805103476224821	164577
m6a_200 sperm	1677	0.08043085830494198	164556
m6a_200 sperm	1678	0.08033026127937731	164537
m6a_200 sperm	1679	0.08027127706468726	164521
m6a_200 sperm	1680	0.08024047506893142	164500
m6a_200 sperm	1681	0.0802290317201634	164484
m6a_200 sperm	1682	0.0802125134959827	164473
m6a_200 sperm	1683	0.08021325622942291	164455
m6a_200 sperm	1684	0.08019687925312002	164441
m6a_200 sperm	1685	0.08019022967201625	164430
m6a_200 sperm	1686	0.08016120141727383	164415
m6a_200 sperm	1687	0.08015415631493011	164404
m6a_200 sperm	1688	0.08016030086758255	164391
m6a_200 sperm	1689	0.08016980441798205	164376
m6a_200 sperm	1690	0.08019542262286239	164367
m6a_200 sperm	1691	0.08022284638224156	164355
m6a_200 sperm	1692	0.08024924627541494	164341
m6a_200 sperm	1693	0.08027361018955387	164322
m6a_200 sperm	1694	0.08028273768643446	164305
m6a_200 sperm	1695	0.08028296028806395	164292
m6a_200 sperm	1696	0.08029589334444276	164274
m6a_200 sperm	1697	0.08033604765274022	164264
m6a_200 sperm	1698	0.08033124876654614	164252
m6a_200 sperm	1699	0.08030310924726464	164243
m6a_200 sperm	1700	0.08024724937450581	164229
m6a_200 sperm	1701	0.08015577370871824	164213
m6a_200 sperm	1702	0.08004339543130405	164200
m6a_200 sperm	1703	0.07995414254709621	164191
m6a_200 sperm	1704	0.07989138124632775	164184
m6a_200 sperm	1705	0.07982241905420749	164170
m6a_200 sperm	1706	0.07978337002294966	164157
m6a_200 sperm	1707	0.07975118753847024	164145
m6a_200 sperm	1708	0.07971656067448281	164129
m6a_200 sperm	1709	0.07966515471252499	164114
m6a_200 sperm	1710	0.0796380161694128	164100
m6a_200 sperm	1711	0.07958508429101227	164084
m6a_200 sperm	1712	0.0795084032845218	164073
m6a_200 sperm	1713	0.07947194610398196	164059
m6a_200 sperm	1714	0.0794581593431658	164050
m6a_200 sperm	1715	0.0794438300677128	164036
m6a_200 sperm	1716	0.07946627375352833	164025
m6a_200 sperm	1717	0.07953471100617085	164007
m6a_200 sperm	1718	0.0795743777045302	163991
m6a_200 sperm	1719	0.07959452739869692	163973
m6a_200 sperm	1720	0.07963278502511342	163954
m6a_200 sperm	1721	0.0796212229486491	163943
m6a_200 sperm	1722	0.07958853780307469	163927
m6a_200 sperm	1723	0.07957122854170266	163909
m6a_200 sperm	1724	0.07956723699169926	163895
m6a_200 sperm	1725	0.07952361146635732	163881
m6a_200 sperm	1726	0.07949862785834795	163871
m6a_200 sperm	1727	0.07948672318704762	163861
m6a_200 sperm	1728	0.07946232347933188	163852
m6a_200 sperm	1729	0.07944450920324092	163829
m6a_200 sperm	1730	0.07945364433850871	163818
m6a_200 sperm	1731	0.07950316966235438	163803
m6a_200 sperm	1732	0.0795395228843663	163792
m6a_200 sperm	1733	0.07955428433122003	163782
m6a_200 sperm	1734	0.0795576652935101	163769
m6a_200 sperm	1735	0.07959486072709307	163754
m6a_200 sperm	1736	0.07958452501011794	163743
m6a_200 sperm	1737	0.07959280624089321	163736
m6a_200 sperm	1738	0.07962981967035992	163725
m6a_200 sperm	1739	0.07969473855327876	163709
m6a_200 sperm	1740	0.07972887909837363	163700
m6a_200 sperm	1741	0.07977591791241193	163691
m6a_200 sperm	1742	0.07982419241873838	163674
m6a_200 sperm	1743	0.07985379605983772	163656
m6a_200 sperm	1744	0.07988389744777055	163640
m6a_200 sperm	1745	0.07992002025840522	163622
m6a_200 sperm	1746	0.0799726744281471	163608
m6a_200 sperm	1747	0.07999276946927258	163592
m6a_200 sperm	1748	0.08003682988995522	163580
m6a_200 sperm	1749	0.0800641713894172	163572
m6a_200 sperm	1750	0.08004636545638283	163559
m6a_200 sperm	1751	0.0800407942907242	163541
m6a_200 sperm	1752	0.08004285157528244	163524
m6a_200 sperm	1753	0.07999798720452128	163512
m6a_200 sperm	1754	0.07997259613445577	163501
m6a_200 sperm	1755	0.07996412239942285	163480
m6a_200 sperm	1756	0.07992873697267895	163463
m6a_200 sperm	1757	0.07989550232887774	163448
m6a_200 sperm	1758	0.07991899085675594	163436
m6a_200 sperm	1759	0.07988946627224339	163428
m6a_200 sperm	1760	0.07990635056133218	163415
m6a_200 sperm	1761	0.07991383265567933	163402
m6a_200 sperm	1762	0.07994149080822252	163388
m6a_200 sperm	1763	0.07989466844213981	163372
m6a_200 sperm	1764	0.07992394302370144	163358
m6a_200 sperm	1765	0.07992026682587107	163343
m6a_200 sperm	1766	0.0799468111647752	163328
m6a_200 sperm	1767	0.07998693781301164	163313
m6a_200 sperm	1768	0.08008461911003681	163301
m6a_200 sperm	1769	0.08014116703885026	163286
m6a_200 sperm	1770	0.080176301305	163271
m6a_200 sperm	1771	0.08020399575801627	163251
m6a_200 sperm	1772	0.0802113674080749	163242
m6a_200 sperm	1773	0.08022844894070438	163231
m6a_200 sperm	1774	0.08021194870824064	163211
m6a_200 sperm	1775	0.08022657144030862	163197
m6a_200 sperm	1776	0.080226784644148	163182
m6a_200 sperm	1777	0.0802102799566448	163168
m6a_200 sperm	1778	0.08016955527293802	163154
m6a_200 sperm	1779	0.08016755823580313	163142
m6a_200 sperm	1780	0.08015884315470007	163125
m6a_200 sperm	1781	0.08012947483956709	163115
m6a_200 sperm	1782	0.08010805040663163	163107
m6a_200 sperm	1783	0.0800967760364577	163091
m6a_200 sperm	1784	0.08009261899017367	163073
m6a_200 sperm	1785	0.08007536112895688	163065
m6a_200 sperm	1786	0.08009121542066984	163045
m6a_200 sperm	1787	0.08009931825556414	163033
m6a_200 sperm	1788	0.08011650388325124	163017
m6a_200 sperm	1789	0.08010345820201911	163003
m6a_200 sperm	1790	0.08010012624358528	162990
m6a_200 sperm	1791	0.08009895683831247	162978
m6a_200 sperm	1792	0.08011099270499006	162967
m6a_200 sperm	1793	0.08012013912333815	162954
m6a_200 sperm	1794	0.08012569434598577	162943
m6a_200 sperm	1795	0.08010821592003256	162922
m6a_200 sperm	1796	0.0801256135320459	162909
m6a_200 sperm	1797	0.08013859744213239	162895
m6a_200 sperm	1798	0.08014731181746232	162877
m6a_200 sperm	1799	0.08015827677591567	162861
m6a_200 sperm	1800	0.08019522314437663	162846
m6a_200 sperm	1801	0.08017303002248735	162835
m6a_200 sperm	1802	0.08016253212801648	162819
m6a_200 sperm	1803	0.08012859235559437	162803
m6a_200 sperm	1804	0.08012197033372465	162793
m6a_200 sperm	1805	0.08012670338273825	162779
m6a_200 sperm	1806	0.08015645119057203	162765
m6a_200 sperm	1807	0.08017667120844624	162746
m6a_200 sperm	1808	0.08021143811853175	162738
m6a_200 sperm	1809	0.08023780402822726	162725
m6a_200 sperm	1810	0.08027558286651702	162713
m6a_200 sperm	1811	0.08029419054633732	162697
m6a_200 sperm	1812	0.0803332669463156	162687
m6a_200 sperm	1813	0.08036117839962031	162674
m6a_200 sperm	1814	0.08034339239713031	162653
m6a_200 sperm	1815	0.08025713529849517	162642
m6a_200 sperm	1816	0.08017775592526176	162628
m6a_200 sperm	1817	0.08006285340524866	162614
m6a_200 sperm	1818	0.07994715245029156	162606
m6a_200 sperm	1819	0.07984550398238786	162596
m6a_200 sperm	1820	0.07979417620770962	162593
m6a_200 sperm	1821	0.0797615940465595	162586
m6a_200 sperm	1822	0.0797132089320162	162573
m6a_200 sperm	1823	0.07968587758028342	162562
m6a_200 sperm	1824	0.07969717170205612	162550
m6a_200 sperm	1825	0.07970079020163767	162533
m6a_200 sperm	1826	0.07969181341087875	162521
m6a_200 sperm	1827	0.0796938069387356	162511
m6a_200 sperm	1828	0.07965990904934735	162503
m6a_200 sperm	1829	0.0796023282052497	162492
m6a_200 sperm	1830	0.07955611621588674	162477
m6a_200 sperm	1831	0.07949788516358962	162468
m6a_200 sperm	1832	0.07947062339420392	162455
m6a_200 sperm	1833	0.07951127126715249	162444
m6a_200 sperm	1834	0.07956870972459507	162431
m6a_200 sperm	1835	0.07961354562267575	162414
m6a_200 sperm	1836	0.07963196943971083	162397
m6a_200 sperm	1837	0.079638280674179	162387
m6a_200 sperm	1838	0.07959976828817951	162369
m6a_200 sperm	1839	0.07954572421338994	162354
m6a_200 sperm	1840	0.0794984234250077	162342
m6a_200 sperm	1841	0.07948408087008045	162320
m6a_200 sperm	1842	0.07948374556223527	162304
m6a_200 sperm	1843	0.07950046589854814	162289
m6a_200 sperm	1844	0.07953365427050256	162282
m6a_200 sperm	1845	0.07955402935620502	162272
m6a_200 sperm	1846	0.07956272274944905	162258
m6a_200 sperm	1847	0.07954439907270455	162247
m6a_200 sperm	1848	0.07949979512262934	162238
m6a_200 sperm	1849	0.07946238970023899	162230
m6a_200 sperm	1850	0.07941826545236755	162224
m6a_200 sperm	1851	0.07939548988238074	162212
m6a_200 sperm	1852	0.07941922442651463	162194
m6a_200 sperm	1853	0.07946100544951175	162181
m6a_200 sperm	1854	0.07950708353482695	162164
m6a_200 sperm	1855	0.07955770051610171	162150
m6a_200 sperm	1856	0.07957920553284409	162132
m6a_200 sperm	1857	0.07956085446794674	162118
m6a_200 sperm	1858	0.0795496121166713	162100
m6a_200 sperm	1859	0.0795143375067572	162087
m6a_200 sperm	1860	0.07948438365736153	162076
m6a_200 sperm	1861	0.07949397299113506	162064
m6a_200 sperm	1862	0.07949235574274599	162046
m6a_200 sperm	1863	0.07948200229344289	162040
m6a_200 sperm	1864	0.07945900494471148	162028
m6a_200 sperm	1865	0.07945650120423706	162018
m6a_200 sperm	1866	0.07947568043572711	162009
m6a_200 sperm	1867	0.07951821974503023	161996
m6a_200 sperm	1868	0.07955932993798717	161983
m6a_200 sperm	1869	0.07962201829953214	161972
m6a_200 sperm	1870	0.07965631045597232	161964
m6a_200 sperm	1871	0.07965272401589521	161949
m6a_200 sperm	1872	0.07963253660239553	161936
m6a_200 sperm	1873	0.079574933318494	161919
m6a_200 sperm	1874	0.07950704696995542	161901
m6a_200 sperm	1875	0.07944893531994929	161884
m6a_200 sperm	1876	0.07939176058014324	161873
m6a_200 sperm	1877	0.07934719121757808	161861
m6a_200 sperm	1878	0.07934042546452018	161847
m6a_200 sperm	1879	0.07934819219788375	161839
m6a_200 sperm	1880	0.07936574802435828	161827
m6a_200 sperm	1881	0.07937840173336344	161819
m6a_200 sperm	1882	0.07939822337884735	161808
m6a_200 sperm	1883	0.07942328661276744	161781
m6a_200 sperm	1884	0.07941545565610425	161763
m6a_200 sperm	1885	0.07938927258257618	161748
m6a_200 sperm	1886	0.07933935208364117	161735
m6a_200 sperm	1887	0.07926257707651911	161722
m6a_200 sperm	1888	0.07915962481131379	161710
m6a_200 sperm	1889	0.07907094349280841	161701
m6a_200 sperm	1890	0.07897274163991763	161688
m6a_200 sperm	1891	0.07885957647923415	161668
m6a_200 sperm	1892	0.07874506550648694	161651
m6a_200 sperm	1893	0.07866290470528589	161640
